Product ID,Location ID,Date,On-Hand Quantity,Available Quantity,In-Transit Quantity,Safety Stock Level,Reorder Point,Inventory Value,Inventory Status
PROD004,RTL02,6/21/25,313,230,170,113,20,"32,783",Available
PROD002,RTL01,6/23/25,977,915,124,38,113,"8,497",Available
PROD002,RTL02,7/2/25,308,287,145,132,78,"21,509",Available
PROD005,WH002,7/8/25,398,371,101,51,145,"30,203",Available
PROD004,RTL02,7/10/25,403,397,59,147,181,"11,016",Available
PROD001,RTL02,6/27/25,181,141,121,46,144,"32,739",Available
PROD005,RTL02,7/5/25,759,688,58,99,44,"23,074",Available
PROD003,RTL02,6/24/25,902,846,30,89,107,"4,004",Available
PROD002,WH002,6/19/25,369,347,34,150,98,"39,856",Available
PROD005,WH002,7/4/25,220,141,133,124,114,"5,022",Available
PROD001,RTL02,6/18/25,750,669,176,115,148,"35,745",Available
PROD004,WH001,7/10/25,457,445,140,30,44,"30,800",Available
PROD003,WH001,6/16/25,327,327,116,142,127,"7,414",Available
PROD001,RTL02,6/21/25,121,121,19,142,128,"5,024",Available
PROD004,RTL02,6/24/25,220,161,139,10,57,"22,532",Available
PROD005,RTL02,6/30/25,932,839,7,36,146,"34,702",Available
PROD005,WH002,7/2/25,176,160,37,98,169,"29,595",Available
PROD005,WH001,6/22/25,391,363,17,19,79,"31,181",Available
PROD001,WH001,6/23/25,909,848,10,78,120,"45,023",Available
PROD002,RTL02,6/11/25,129,126,179,13,48,"22,603",Available
PROD001,WH002,6/29/25,951,855,117,38,37,"12,347",Available
PROD001,WH002,6/18/25,682,662,2,57,60,"25,546",Available
PROD002,RTL01,6/15/25,718,717,17,133,112,"37,805",Available
PROD001,WH002,7/2/25,643,580,176,88,169,"18,889",Available
PROD001,RTL02,6/25/25,642,600,169,144,17,"4,030",Available
PROD005,WH002,6/12/25,305,211,144,65,126,"48,839",Available
PROD003,RTL02,6/30/25,772,681,110,13,155,"42,394",Available
PROD004,RTL01,6/20/25,782,742,12,30,186,"49,057",Available
PROD003,RTL02,7/8/25,981,915,46,28,55,"36,534",Available
PROD004,WH001,6/27/25,856,846,88,33,16,"25,475",Available
PROD004,WH001,6/29/25,240,214,180,135,82,"6,623",Available
PROD002,RTL01,6/19/25,386,386,60,17,74,"5,061",Available
PROD002,WH002,6/15/25,126,102,158,69,55,"9,858",Available
PROD005,RTL01,6/26/25,509,472,43,101,29,"11,540",Available
PROD004,RTL01,6/14/25,439,402,162,103,73,"6,516",Available
PROD005,RTL02,7/7/25,118,113,45,51,163,"10,236",Available
PROD002,WH001,7/8/25,904,831,133,89,42,"13,391",Available
PROD001,RTL01,6/26/25,545,458,142,31,23,"3,326",Available
PROD001,RTL02,6/15/25,950,888,22,109,85,"44,427",Available
PROD001,RTL01,7/6/25,434,392,34,97,160,"12,461",Available
PROD003,WH002,6/26/25,607,528,0,141,14,"14,851",Available
PROD001,WH001,6/28/25,560,537,59,118,38,"18,794",Available
PROD005,RTL02,6/23/25,279,263,81,40,190,"33,339",Available
PROD005,WH001,6/20/25,843,812,65,24,139,"46,872",Available
PROD001,RTL02,6/26/25,379,284,68,14,82,"26,212",Available
PROD003,WH002,6/30/25,867,771,21,19,126,"33,347",Available
PROD004,WH002,6/30/25,520,514,169,97,77,"7,993",Available
PROD003,WH002,7/3/25,638,597,122,56,84,"19,129",Available
PROD002,RTL02,6/19/25,200,140,27,100,147,"19,601",Available
PROD002,WH002,6/20/25,516,441,84,59,40,"5,983",Available
PROD004,WH002,7/8/25,727,698,59,34,69,"4,427",Available
PROD005,WH002,7/9/25,820,765,37,58,140,"16,578",Available
PROD005,WH001,6/29/25,348,320,23,81,48,"33,251",Available
PROD004,RTL01,6/11/25,837,749,60,25,120,"38,688",Available
PROD002,RTL02,6/20/25,451,386,129,113,162,"29,733",Available
PROD003,RTL02,6/26/25,224,158,139,144,133,"44,957",Available
PROD004,RTL01,6/26/25,607,580,132,136,193,"27,129",Available
PROD001,WH001,6/16/25,965,943,132,49,189,"19,198",Available
PROD001,RTL01,7/2/25,882,803,160,61,196,"23,447",Available
PROD005,RTL02,6/11/25,443,410,197,68,99,"35,825",Available
PROD005,RTL01,6/17/25,362,324,167,64,182,"6,037",Available
PROD005,RTL02,7/7/25,272,233,41,45,53,"18,003",Available
PROD002,WH002,6/21/25,642,580,175,13,40,"33,440",Available
PROD001,RTL01,6/15/25,707,642,8,46,69,"10,821",Available
PROD004,WH002,6/14/25,517,479,110,104,198,"34,319",Available
PROD004,RTL02,6/20/25,396,352,169,59,156,"45,245",Available
PROD004,RTL02,6/17/25,710,628,8,91,192,"25,821",Available
PROD002,RTL01,6/11/25,165,164,98,41,41,"15,580",Available
PROD001,WH001,7/5/25,636,607,137,49,11,"6,788",Available
PROD001,WH001,6/19/25,283,271,92,50,52,"7,358",Available
PROD002,WH002,6/21/25,844,751,188,87,16,"45,348",Available
PROD002,WH002,6/23/25,481,464,80,42,98,"47,214",Available
PROD002,RTL01,7/2/25,247,174,26,52,74,"22,134",Available
PROD001,RTL01,6/28/25,746,658,188,98,77,"5,308",Available
PROD005,WH002,7/9/25,927,830,36,49,76,"15,267",Available
PROD002,RTL01,7/10/25,868,808,195,139,197,"43,698",Available
PROD005,WH002,6/27/25,401,352,1,106,110,"39,829",Available
PROD002,RTL01,6/18/25,535,484,95,123,89,"27,975",Available
PROD005,WH001,6/12/25,928,924,172,84,177,"37,712",Available
PROD001,RTL02,6/21/25,905,844,70,60,80,"40,385",Available
PROD004,WH001,6/24/25,177,98,1,127,31,"3,239",Low
PROD005,WH002,7/5/25,790,702,16,93,16,"7,302",Available
PROD005,WH001,6/13/25,288,218,24,88,12,"27,811",Available
PROD001,WH002,6/26/25,933,864,133,137,23,"7,236",Available
PROD005,RTL02,6/24/25,115,104,10,117,123,"30,742",Available
PROD003,WH001,7/10/25,169,128,200,112,178,"3,175",Available
PROD005,WH001,6/13/25,546,526,38,68,52,"43,345",Available
PROD004,RTL02,7/4/25,929,928,131,36,83,"16,822",Available
PROD003,WH001,6/12/25,377,371,62,74,11,"15,478",Available
PROD005,RTL02,6/13/25,295,221,196,34,28,"49,573",Available
PROD004,RTL02,6/21/25,84,72,198,117,10,"37,022",Available
PROD003,RTL01,6/23/25,519,420,97,27,30,"14,202",Available
PROD004,WH001,6/25/25,604,595,114,106,183,"44,840",Available
PROD004,RTL01,6/13/25,274,264,189,145,135,"27,667",Available
PROD002,RTL02,7/9/25,184,147,158,128,29,"1,687",Available
PROD002,WH002,6/20/25,788,788,89,137,23,"21,150",Available
PROD001,RTL01,6/25/25,320,245,42,137,88,"25,656",Available
PROD004,WH001,7/10/25,634,603,99,29,190,"11,002",Available
PROD002,WH002,6/27/25,575,487,25,49,149,"28,889",Available
PROD003,RTL02,6/24/25,380,378,116,18,115,"47,464",Available
PROD002,RTL01,7/3/25,191,112,199,106,153,"12,713",Available
PROD002,WH002,7/2/25,675,634,34,129,153,"29,090",Available
PROD004,WH002,6/14/25,494,444,105,49,33,"44,443",Available
PROD003,RTL02,6/13/25,140,69,112,99,14,"1,762",Low
PROD004,WH001,6/28/25,321,274,188,53,13,"11,987",Available
PROD002,WH002,6/20/25,265,177,146,130,124,"24,283",Available
PROD004,WH002,6/20/25,102,19,199,51,25,"31,800",Available
PROD001,WH002,6/17/25,582,486,72,50,17,"30,685",Available
PROD005,WH002,6/20/25,182,158,107,65,126,"13,071",Available
PROD005,WH001,6/25/25,176,139,89,22,163,"31,316",Available
PROD003,WH002,6/12/25,160,74,19,30,190,"45,686",Available
PROD002,WH001,7/1/25,639,547,182,73,23,"46,073",Available
PROD004,RTL01,7/10/25,592,515,50,128,194,"28,055",Available
PROD002,RTL02,7/7/25,310,214,122,52,94,"9,417",Available
PROD001,RTL02,6/28/25,984,980,72,89,22,"4,467",Available
PROD002,RTL02,6/12/25,670,650,122,99,107,"44,932",Available
PROD002,WH002,6/26/25,796,755,15,63,173,"22,899",Available
PROD001,RTL02,6/27/25,708,612,138,72,138,"47,603",Available
PROD004,RTL02,6/13/25,290,220,143,86,111,"38,565",Available
PROD001,WH001,6/18/25,741,665,92,104,167,"5,160",Available
PROD001,RTL01,7/4/25,117,108,197,76,199,"20,099",Available
PROD005,RTL01,7/1/25,117,110,107,131,190,"6,757",Available
PROD003,RTL01,7/4/25,773,742,106,19,54,"18,280",Available
PROD002,WH002,7/8/25,416,381,185,117,20,"31,832",Available
PROD003,RTL02,7/3/25,706,689,108,11,84,"41,747",Available
PROD002,WH001,6/29/25,711,662,153,25,21,"42,305",Available
PROD001,WH001,6/20/25,96,81,78,111,14,"30,115",Available
PROD003,RTL02,7/5/25,584,569,152,78,87,"47,524",Available
PROD002,RTL02,6/29/25,362,296,66,19,61,"34,914",Available
PROD003,WH002,7/1/25,505,424,159,92,121,"7,524",Available
PROD003,RTL01,7/2/25,356,293,23,17,103,"11,001",Available
PROD002,WH001,6/24/25,985,886,94,13,86,"49,481",Available
PROD004,RTL01,7/1/25,918,871,125,26,36,"21,845",Available
PROD002,WH002,7/3/25,354,328,30,94,120,"7,038",Available
PROD003,WH001,6/23/25,88,0,153,10,26,"6,352",Out of Stock
PROD002,WH002,6/14/25,575,475,149,60,168,"29,148",Available
PROD005,WH002,6/10/25,595,501,132,106,99,"7,858",Available
PROD004,RTL01,6/19/25,377,326,24,17,140,"11,331",Available
PROD004,WH002,7/8/25,437,426,25,141,49,"44,559",Available
PROD002,RTL02,7/1/25,841,806,135,126,198,"8,799",Available
PROD003,RTL02,6/25/25,245,244,150,123,193,"40,941",Available
PROD001,WH002,6/26/25,384,347,44,26,28,"18,166",Available
PROD004,RTL01,7/3/25,386,362,121,122,118,"14,492",Available
PROD005,RTL02,6/22/25,55,33,29,119,143,"40,340",Out of Stock
PROD002,RTL02,6/13/25,953,915,126,141,159,"37,290",Available
PROD002,RTL01,7/5/25,643,567,97,46,83,"31,613",Available
PROD005,WH001,6/24/25,259,233,51,26,41,"25,664",Available
PROD001,WH002,6/30/25,806,740,165,22,187,"43,763",Available
PROD004,WH001,6/13/25,335,275,125,68,188,"27,125",Available
PROD003,WH002,6/21/25,559,545,9,17,157,"6,883",Available
PROD004,RTL01,6/23/25,635,605,158,44,177,"34,893",Available
PROD002,RTL02,7/6/25,122,72,84,74,155,"46,608",Available
PROD005,RTL01,6/29/25,408,348,134,65,80,"43,573",Available
PROD002,RTL02,6/30/25,746,685,71,36,91,"26,840",Available
PROD003,WH002,6/20/25,270,211,115,110,197,"1,099",Available
PROD005,RTL02,6/16/25,53,3,192,28,140,"29,113",Out of Stock
PROD005,WH002,6/26/25,844,784,55,15,14,"4,363",Available
PROD004,WH001,6/21/25,336,328,60,69,162,"15,998",Available
PROD002,RTL01,6/18/25,872,833,137,13,174,"11,386",Available
PROD004,WH001,7/4/25,911,882,142,100,22,"36,121",Available
PROD001,RTL02,7/4/25,655,597,57,52,118,"2,336",Available
PROD004,RTL02,7/3/25,891,886,115,73,48,"21,362",Available
PROD001,RTL02,6/30/25,818,781,132,60,67,"25,336",Available
PROD001,WH002,6/17/25,779,771,32,117,165,"34,172",Available
PROD005,WH002,6/27/25,176,157,181,139,63,"42,159",Available
PROD004,WH001,7/5/25,486,440,72,59,18,"38,267",Available
PROD002,RTL01,6/20/25,420,353,1,115,137,"18,866",Available
PROD001,WH002,7/6/25,738,688,190,94,180,"47,428",Available
PROD004,RTL01,6/10/25,712,644,135,90,96,"9,961",Available
PROD005,WH001,6/28/25,485,446,184,104,85,"22,301",Available
PROD002,WH001,6/19/25,188,176,57,14,123,"28,709",Available
PROD003,RTL01,7/5/25,310,271,35,22,96,"32,212",Available
PROD005,RTL01,6/28/25,401,340,92,122,65,"44,011",Available
PROD001,WH002,7/10/25,617,564,69,22,172,"7,187",Available
PROD002,WH001,7/2/25,833,758,146,38,193,"46,244",Available
PROD003,WH001,7/9/25,952,901,121,51,168,"42,786",Available
PROD001,WH001,6/25/25,57,20,60,28,70,"10,869",Available
PROD002,WH002,6/24/25,672,649,170,20,66,"36,878",Available
PROD005,WH001,7/4/25,873,818,49,50,28,"1,348",Available
PROD003,RTL02,6/20/25,890,870,56,116,123,"26,922",Available
PROD005,RTL02,6/14/25,816,754,73,88,44,"8,111",Available
PROD003,WH002,6/21/25,162,84,8,88,36,"18,575",Available
PROD003,WH001,6/30/25,157,139,155,48,72,"1,838",Available
PROD005,WH002,6/30/25,109,12,197,114,75,"17,070",Available
PROD004,RTL02,6/19/25,106,22,88,88,96,"41,462",Available
PROD001,RTL02,6/22/25,503,412,65,22,50,"18,019",Available
PROD001,WH002,7/2/25,654,557,138,91,33,"11,142",Available
PROD004,WH001,6/17/25,150,95,173,35,76,"39,274",Available
PROD003,WH001,7/9/25,543,457,66,71,60,"34,842",Available
PROD004,WH002,7/6/25,173,146,10,113,83,"11,066",Available
PROD003,WH001,6/20/25,488,413,123,119,100,"48,837",Available
PROD003,WH001,7/4/25,132,88,181,119,190,"3,467",Low
PROD003,WH001,7/8/25,375,278,184,150,112,"40,375",Available
PROD003,RTL01,6/20/25,318,234,174,133,123,"30,324",Available
PROD002,RTL01,6/23/25,698,677,93,27,10,"45,050",Available
PROD005,WH002,6/13/25,645,625,66,133,148,"48,424",Available
PROD004,WH002,6/11/25,98,70,193,99,133,"45,250",Available
PROD001,WH002,7/9/25,316,265,18,26,100,"47,270",Available
PROD005,WH002,7/8/25,267,253,33,91,63,"44,368",Available
PROD001,RTL02,6/18/25,499,452,179,64,11,"41,168",Available
PROD003,WH001,7/3/25,787,688,1,150,68,"40,102",Available
PROD001,WH002,7/8/25,536,486,53,98,182,"13,185",Available
PROD003,RTL01,6/11/25,725,716,4,131,60,"42,058",Available
PROD003,WH002,6/29/25,789,726,94,19,124,"14,831",Available
PROD001,WH002,6/15/25,900,846,82,21,24,"10,036",Available
PROD003,RTL01,6/12/25,162,74,153,141,55,"33,081",Out of Stock
PROD002,WH001,6/19/25,106,47,149,94,132,"25,680",Low
PROD002,RTL02,6/14/25,100,100,9,51,103,"1,009",Available
PROD005,RTL02,6/14/25,817,809,125,73,116,"39,777",Available
PROD004,WH002,6/29/25,538,445,20,102,131,"41,909",Available
PROD001,WH001,6/28/25,536,535,24,123,62,"21,935",Available
PROD002,RTL01,6/21/25,168,163,10,74,39,"26,861",Available
PROD005,WH001,6/10/25,721,630,73,24,39,"15,242",Available
PROD004,RTL02,6/27/25,567,527,88,99,30,"42,491",Available
PROD001,WH002,6/14/25,383,347,109,98,167,"39,485",Available
PROD003,RTL02,6/16/25,569,492,139,44,48,"34,442",Available
PROD001,RTL01,6/28/25,268,193,29,66,188,"48,789",Available
PROD005,WH002,6/20/25,222,167,156,81,156,"25,498",Available
PROD004,RTL02,7/2/25,393,310,22,24,127,"31,300",Available
PROD001,WH002,7/10/25,904,900,181,120,133,"2,701",Available
PROD001,RTL01,6/13/25,886,822,87,148,181,"30,649",Available
PROD005,RTL01,7/1/25,147,74,81,99,112,"43,831",Low
PROD001,WH001,7/6/25,485,419,121,24,171,"15,073",Available
PROD005,RTL02,6/22/25,440,380,86,75,173,"12,791",Available
PROD004,RTL02,7/1/25,982,978,43,114,10,"21,556",Available
PROD005,WH002,7/8/25,442,418,64,128,100,"13,622",Available
PROD004,RTL01,6/28/25,674,662,112,95,160,"26,954",Available
PROD003,RTL01,6/19/25,865,838,68,106,23,"10,333",Available
PROD003,WH002,6/29/25,372,296,3,101,106,"39,791",Available
PROD001,RTL02,7/2/25,335,288,46,133,77,"4,957",Available
PROD003,RTL02,6/10/25,175,125,149,117,91,"5,355",Available
PROD001,RTL02,6/14/25,492,447,153,88,112,"44,690",Available
PROD005,RTL01,6/12/25,665,567,163,93,42,"16,609",Available
PROD005,WH002,7/5/25,147,98,76,32,159,"49,419",Available
PROD004,RTL01,7/6/25,800,719,192,98,181,"25,682",Available
PROD001,RTL02,7/1/25,249,203,42,103,48,"30,500",Available
PROD004,WH002,6/18/25,531,445,164,18,89,"16,752",Available
PROD002,RTL02,6/20/25,333,283,157,26,50,"40,487",Available
PROD004,WH001,6/14/25,786,764,153,130,68,"47,595",Available
PROD002,WH002,7/8/25,58,17,119,102,48,"25,379",Low
PROD002,RTL02,6/25/25,463,413,101,108,26,"13,396",Available
PROD002,WH001,6/20/25,392,384,26,84,83,"40,506",Available
PROD003,RTL02,6/27/25,862,780,5,94,145,"15,085",Available
PROD002,WH001,7/6/25,651,639,175,73,137,"49,145",Available
PROD003,WH002,6/22/25,638,576,148,129,140,"3,241",Available
PROD003,WH001,7/3/25,82,0,117,37,65,"20,282",Out of Stock
PROD002,RTL01,6/25/25,203,144,29,72,145,"46,377",Available
PROD005,RTL01,6/22/25,652,635,198,66,65,"32,545",Available
PROD002,WH001,6/14/25,50,31,14,50,129,"26,201",Available
PROD004,RTL02,6/15/25,869,808,102,129,111,"23,815",Available
PROD004,RTL01,6/17/25,468,396,25,72,115,"49,961",Available
PROD005,RTL01,6/30/25,828,779,77,84,40,"6,707",Available
PROD001,WH001,6/30/25,205,202,109,48,80,"35,195",Available
PROD001,RTL01,6/23/25,972,926,129,26,141,"13,393",Available
PROD003,RTL01,6/20/25,198,187,70,64,77,"35,046",Available
PROD004,RTL01,6/30/25,819,732,128,123,120,"25,029",Available
PROD003,RTL02,6/20/25,826,729,143,66,113,"29,714",Available
PROD004,RTL01,6/20/25,397,353,168,71,130,"40,747",Available
PROD005,RTL02,6/14/25,844,756,114,89,145,"39,824",Available
PROD002,RTL01,6/20/25,629,563,40,41,28,"6,145",Available
PROD002,WH002,6/19/25,517,494,171,43,126,"44,244",Available
PROD001,WH001,6/13/25,797,761,21,95,119,"45,502",Available
PROD004,WH002,7/6/25,967,938,104,149,112,"26,098",Available
PROD002,WH001,6/20/25,295,231,192,62,26,"38,438",Available
PROD003,WH002,6/26/25,484,469,182,74,67,"24,602",Available
PROD004,RTL02,6/14/25,235,200,5,36,54,"19,341",Available
PROD005,RTL01,6/14/25,59,39,194,34,49,"25,996",Available
PROD001,WH002,7/1/25,836,801,199,28,42,"47,385",Available
PROD001,RTL02,6/24/25,550,514,102,15,99,"32,182",Available
PROD004,WH002,6/26/25,223,164,15,30,16,"13,904",Available
PROD002,RTL01,6/15/25,515,487,76,107,130,"6,697",Available
PROD005,RTL01,6/21/25,626,614,117,39,133,"27,985",Available
PROD005,WH001,6/10/25,796,784,80,12,141,"37,531",Available
PROD005,RTL02,6/24/25,909,851,70,85,71,"48,989",Available
PROD002,WH002,6/10/25,865,851,40,87,17,"24,480",Available
PROD004,RTL02,6/13/25,667,591,141,96,26,"43,218",Available
PROD003,WH002,7/2/25,964,959,28,19,37,"13,444",Available
PROD003,WH002,6/14/25,995,906,187,113,87,"20,416",Available
PROD004,RTL02,6/17/25,876,800,92,106,60,"23,990",Available
PROD004,RTL02,6/26/25,731,711,200,48,154,"19,604",Available
PROD005,RTL01,6/17/25,68,35,10,29,24,"19,765",Available
PROD005,WH001,6/16/25,808,803,68,11,62,"46,457",Available
PROD003,RTL01,6/15/25,342,277,2,113,192,"13,374",Available
PROD001,WH001,6/27/25,268,187,67,120,14,"45,171",Available
PROD001,WH001,6/11/25,702,683,34,14,130,"31,106",Available
PROD005,RTL01,6/13/25,245,145,99,105,114,"13,954",Available
PROD004,WH002,6/22/25,112,55,68,145,93,"47,197",Available
PROD001,WH001,6/17/25,254,178,11,104,157,"9,957",Available
PROD005,RTL01,6/23/25,240,187,107,79,98,"14,225",Available
PROD002,RTL02,6/27/25,448,355,149,85,139,"36,316",Available
PROD001,WH002,6/17/25,566,503,177,52,192,"47,415",Available
PROD001,RTL01,6/14/25,92,61,100,90,129,"23,494",Out of Stock
PROD003,WH001,7/2/25,459,407,198,39,195,"39,237",Available
PROD004,WH001,6/28/25,805,768,191,81,162,"43,253",Available
PROD001,WH002,6/10/25,178,106,164,103,45,"8,072",Available
PROD005,WH001,6/30/25,159,75,76,147,186,"14,745",Low
PROD003,WH001,6/17/25,135,114,147,53,101,"49,419",Available
PROD002,WH001,6/23/25,264,213,173,92,39,"33,596",Available
PROD001,WH001,6/27/25,431,419,166,88,107,"25,047",Available
PROD003,WH001,6/21/25,827,745,163,140,148,"38,943",Available
PROD002,WH002,6/10/25,457,381,130,139,137,"26,573",Available
PROD003,RTL02,6/10/25,466,446,138,49,126,"31,297",Available
PROD004,WH002,6/21/25,216,118,67,49,90,"28,079",Available
PROD002,WH001,6/19/25,607,605,184,149,121,"6,327",Available
PROD002,WH001,7/4/25,329,322,46,24,82,"22,340",Available
PROD002,RTL01,7/5/25,289,287,22,42,90,"14,243",Available
PROD004,RTL01,6/20/25,847,843,95,43,164,"22,848",Available
PROD005,WH002,6/12/25,148,118,150,54,75,"7,455",Available
PROD005,WH001,7/6/25,82,67,70,39,123,"39,773",Available
PROD003,RTL02,6/16/25,937,882,190,40,155,"6,194",Available
PROD002,RTL02,6/25/25,844,792,160,138,49,"14,739",Available
PROD002,RTL01,7/3/25,255,228,8,21,189,"34,034",Available
PROD005,WH001,6/16/25,105,82,48,38,100,"45,597",Available
PROD004,WH001,6/11/25,568,473,38,128,199,"16,558",Available
PROD005,WH002,7/7/25,628,553,194,53,187,"37,814",Available
PROD002,WH002,6/30/25,903,831,147,139,129,"8,030",Available
PROD001,WH001,7/9/25,438,351,82,26,85,"33,592",Available
PROD004,RTL01,7/1/25,907,845,34,78,88,"44,457",Available
PROD001,WH001,6/25/25,238,214,129,139,89,"39,546",Available
PROD002,WH001,6/19/25,467,467,190,146,112,"13,492",Available
PROD001,RTL01,6/15/25,460,422,198,57,176,"41,425",Available
PROD005,WH001,6/19/25,952,935,104,83,17,"49,685",Available
PROD002,RTL02,6/24/25,204,131,151,69,65,"10,336",Available
PROD005,WH001,6/28/25,501,421,142,145,115,"16,886",Available
PROD003,WH002,6/28/25,122,40,163,112,119,"47,016",Out of Stock
PROD005,WH001,6/23/25,405,397,75,91,94,"7,739",Available
PROD002,WH001,6/27/25,483,391,122,110,104,"7,176",Available
PROD002,RTL02,7/10/25,227,164,48,128,102,"22,699",Available
PROD002,WH001,6/11/25,895,809,72,59,65,"39,089",Available
PROD005,WH001,6/27/25,486,414,10,82,95,"47,737",Available
PROD001,WH002,6/24/25,345,278,129,149,39,"31,428",Available
PROD004,RTL02,7/1/25,76,40,21,39,139,"42,783",Available
PROD004,RTL01,6/26/25,618,592,42,39,160,"19,165",Available
PROD002,RTL02,6/27/25,343,285,136,112,64,"47,456",Available
PROD005,RTL01,6/27/25,158,125,105,76,144,"31,016",Available
PROD003,WH002,6/10/25,470,436,179,66,128,"27,965",Available
PROD004,RTL02,6/26/25,478,397,12,32,150,"28,112",Available
PROD001,WH001,6/21/25,697,647,190,35,64,"34,536",Available
PROD002,RTL01,6/24/25,92,74,33,102,73,"8,120",Out of Stock
PROD004,RTL02,7/7/25,927,902,34,83,161,"19,694",Available
PROD005,WH001,6/24/25,299,297,54,47,58,"20,871",Available
PROD001,WH001,7/8/25,623,561,171,53,101,"36,080",Available
PROD002,RTL01,7/3/25,186,139,163,110,90,"48,690",Available
PROD002,RTL01,7/4/25,153,70,132,60,44,"5,862",Available
PROD001,WH002,6/16/25,215,174,79,60,10,"10,508",Available
PROD002,RTL02,7/4/25,874,794,187,132,119,"36,349",Available
PROD002,WH002,7/10/25,755,733,181,150,89,"49,976",Available
PROD004,RTL01,7/1/25,232,231,60,146,43,"45,794",Available
PROD003,WH002,6/13/25,570,542,39,69,182,"25,612",Available
PROD002,RTL02,6/26/25,209,155,51,104,149,"36,537",Available
PROD005,WH002,7/2/25,715,665,72,71,176,"25,261",Available
PROD003,RTL02,7/1/25,954,878,68,57,101,"15,478",Available
PROD001,RTL02,6/21/25,261,216,125,11,163,"4,337",Available
PROD005,RTL02,6/16/25,571,537,192,22,153,"48,415",Available
PROD004,RTL01,6/14/25,753,703,196,135,172,"46,625",Available
PROD004,RTL01,6/10/25,735,638,107,49,136,"46,001",Available
PROD004,WH001,7/1/25,324,280,78,70,114,"17,550",Available
PROD002,RTL02,6/22/25,406,382,84,61,144,"12,082",Available
PROD001,WH001,6/18/25,476,432,167,26,18,"21,836",Available
PROD003,WH001,6/27/25,819,788,82,136,14,"5,905",Available
PROD003,WH001,6/14/25,282,222,173,18,22,"6,349",Available
PROD005,WH001,6/18/25,373,331,160,134,162,"28,581",Available
PROD003,RTL01,6/17/25,88,61,63,65,85,"6,986",Out of Stock
PROD002,RTL01,6/30/25,504,488,70,131,161,"43,122",Available
PROD003,RTL02,6/30/25,366,341,192,77,29,"4,228",Available
PROD002,WH001,6/19/25,626,588,54,33,62,"41,090",Available
PROD001,RTL01,7/9/25,136,72,157,114,46,"27,482",Available
PROD004,RTL01,7/5/25,446,421,74,43,169,"35,978",Available
PROD005,WH002,6/16/25,803,762,36,107,91,"28,350",Available
PROD001,RTL02,6/16/25,534,457,120,30,159,"23,904",Available
PROD003,WH001,6/12/25,730,635,153,140,154,"37,396",Available
PROD005,RTL01,6/19/25,751,652,62,120,175,"39,523",Available
PROD004,RTL02,7/3/25,275,234,132,109,122,"38,421",Available
PROD002,WH001,6/17/25,670,608,119,89,50,"46,203",Available
PROD004,RTL01,6/18/25,479,449,30,134,195,"38,903",Available
PROD003,WH002,7/2/25,54,39,98,23,136,"6,482",Available
PROD001,RTL02,6/22/25,78,22,66,131,146,"1,271",Available
PROD004,WH002,6/20/25,705,612,45,108,194,"31,029",Available
PROD003,WH001,6/13/25,396,353,34,84,85,"12,722",Available
PROD003,RTL01,6/23/25,80,0,8,90,113,"44,076",Available
PROD004,WH001,6/26/25,356,328,5,27,178,"29,041",Available
PROD002,RTL02,7/4/25,442,363,175,14,33,"5,944",Available
PROD002,WH002,7/7/25,327,278,32,116,189,"7,150",Available
PROD004,RTL02,6/19/25,864,815,30,91,122,"23,384",Available
PROD004,WH001,6/17/25,239,197,121,18,40,"4,199",Available
PROD005,WH001,6/27/25,786,741,102,146,198,"16,184",Available
PROD002,WH001,6/24/25,374,305,95,111,98,"30,836",Available
PROD004,WH002,6/11/25,566,515,60,76,132,"30,645",Available
PROD004,RTL01,7/9/25,468,435,136,142,50,"3,836",Available
PROD001,WH001,6/15/25,307,233,11,111,190,"8,028",Available
PROD005,RTL01,6/25/25,748,648,192,96,96,"11,206",Available
PROD001,WH002,7/3/25,608,583,182,18,39,"23,057",Available
PROD001,WH001,6/21/25,734,647,139,37,115,"19,343",Available
PROD004,WH001,6/10/25,335,331,153,64,102,"15,396",Available
PROD005,WH002,6/15/25,844,746,35,37,33,"48,668",Available
PROD003,WH002,6/17/25,256,248,72,103,131,"2,215",Available
PROD002,RTL02,6/27/25,503,462,43,124,147,"2,648",Available
PROD001,RTL02,7/7/25,906,865,44,40,134,"21,819",Available
PROD002,RTL01,6/19/25,426,403,47,111,186,"9,138",Available
PROD003,WH001,6/10/25,991,927,158,17,56,"21,633",Available
PROD002,RTL01,6/27/25,751,686,0,77,189,"5,123",Available
PROD004,WH002,6/23/25,473,409,82,124,157,"21,776",Available
PROD005,RTL01,6/12/25,277,201,176,136,109,"2,841",Available
PROD001,RTL02,6/28/25,503,453,128,64,88,"25,923",Available
PROD001,WH001,6/28/25,477,405,147,45,142,"11,329",Available
PROD001,WH002,6/10/25,916,890,191,36,153,"1,568",Available
PROD002,RTL02,7/8/25,259,214,114,150,31,"43,729",Available
PROD004,RTL01,7/5/25,430,404,182,132,41,"45,044",Available
PROD004,RTL02,6/11/25,153,141,180,123,145,"17,945",Available
PROD004,WH001,6/15/25,533,512,141,117,55,"40,890",Available
PROD002,WH002,7/5/25,923,915,56,84,58,"44,568",Available
PROD001,WH002,6/22/25,359,278,37,106,30,"46,446",Available
PROD001,WH002,7/9/25,945,888,92,49,111,"18,884",Available
PROD005,WH002,6/24/25,80,32,14,81,182,"31,622",Low
