Product ID,Location ID,Date,On-Hand Quantity,Available Quantity,In-Transit Quantity,Safety Stock Level,Reorder Point,Inventory Value,Inventory Status
PROD003,RTL01,7/2/25,908,832,187,116,139,"20,218",Available
PROD002,RTL02,6/21/25,636,622,17,97,182,"42,864",Available
PROD001,RTL02,6/24/25,803,718,132,82,178,"27,379",Available
PROD002,WH002,6/11/25,829,773,195,47,117,"1,713",Available
PROD002,WH001,6/26/25,66,56,74,145,116,"12,651",Available
PROD003,WH002,6/12/25,948,891,64,54,198,"7,700",Available
PROD004,WH001,6/19/25,692,660,76,23,31,"18,975",Available
PROD005,RTL02,7/10/25,835,819,38,42,101,"44,441",Available
PROD002,WH002,7/5/25,871,776,41,24,89,"20,643",Available
PROD003,WH002,6/18/25,472,380,63,46,161,"12,790",Available
PROD003,RTL01,6/24/25,102,97,42,31,81,"24,213",Available
PROD001,RTL01,7/10/25,115,76,196,74,181,"43,808",Available
PROD004,RTL01,6/30/25,607,579,75,47,36,"44,215",Available
PROD005,RTL01,6/19/25,686,620,173,99,183,"9,559",Available
PROD001,WH002,6/28/25,293,224,158,149,93,"37,302",Available
PROD004,RTL01,6/29/25,252,192,48,19,51,"47,618",Available
PROD002,WH001,7/6/25,587,527,153,134,17,"24,807",Available
PROD002,RTL02,6/11/25,877,858,47,49,114,"47,886",Available
PROD003,WH002,7/5/25,322,258,179,139,119,"18,364",Available
PROD001,WH001,7/9/25,267,228,103,126,116,"24,222",Available
PROD001,RTL02,6/20/25,544,533,122,76,72,"7,288",Available
PROD004,WH001,6/30/25,804,731,40,142,170,"14,506",Available
PROD004,WH001,6/24/25,303,253,175,91,138,"45,158",Available
PROD005,RTL01,7/9/25,201,163,42,60,180,"14,680",Available
PROD003,RTL01,6/15/25,948,871,104,46,143,"12,909",Available
PROD005,WH002,7/8/25,306,267,4,135,181,"32,801",Available
PROD005,RTL02,6/18/25,588,552,120,38,146,"37,994",Available
PROD004,RTL02,6/14/25,806,741,165,123,87,"4,872",Available
PROD002,RTL01,6/24/25,334,255,29,43,141,"21,221",Available
PROD005,RTL01,6/11/25,625,602,139,150,192,"11,511",Available
PROD003,WH002,6/28/25,758,712,177,59,52,"32,140",Available
PROD005,WH001,6/21/25,64,27,113,132,115,"27,006",Low
PROD002,RTL02,6/27/25,246,149,10,125,173,"43,927",Available
PROD001,WH001,6/24/25,79,55,188,61,107,"45,387",Available
PROD005,RTL02,7/3/25,950,863,139,84,66,"24,332",Available
PROD005,WH002,6/25/25,704,664,24,104,176,"27,090",Available
PROD002,WH001,7/6/25,773,715,138,52,77,"3,021",Available
PROD005,WH001,6/10/25,609,533,171,58,48,"46,705",Available
PROD003,RTL01,7/10/25,740,720,95,68,113,"18,359",Available
PROD001,WH001,6/28/25,549,539,92,143,84,"17,813",Available
PROD004,WH002,6/13/25,242,159,115,101,155,"14,608",Available
PROD003,WH001,7/6/25,695,657,9,126,175,"34,587",Available
PROD001,RTL01,6/11/25,78,0,96,148,10,"31,939",Available
PROD005,RTL02,6/27/25,574,564,60,121,54,"3,403",Available
PROD004,WH002,6/29/25,530,474,79,67,179,"48,038",Available
PROD005,WH001,6/30/25,841,839,40,67,122,"48,005",Available
PROD005,WH002,6/28/25,346,266,51,97,83,"17,067",Available
PROD001,WH002,7/4/25,602,545,87,18,51,"32,843",Available
PROD005,WH002,6/27/25,686,598,40,131,115,"16,332",Available
PROD002,RTL01,6/14/25,994,966,126,49,112,"47,871",Available
PROD002,WH001,6/24/25,902,828,131,143,71,"41,523",Available
PROD005,WH002,6/30/25,859,802,138,34,137,"26,761",Available
PROD004,WH001,6/12/25,940,888,117,73,72,"41,873",Available
PROD003,RTL01,7/1/25,289,254,156,39,183,"22,098",Available
PROD001,WH002,7/1/25,388,368,54,111,44,"3,267",Available
PROD004,RTL01,7/8/25,132,103,8,65,19,"16,470",Available
PROD001,RTL02,6/19/25,675,618,42,117,143,"19,488",Available
PROD004,RTL01,6/11/25,987,982,77,84,119,"11,395",Available
PROD003,RTL02,6/26/25,429,401,51,101,58,"37,568",Available
PROD005,WH002,7/5/25,76,0,149,94,30,"21,902",Available
PROD003,RTL01,6/15/25,240,225,153,78,64,"12,506",Available
PROD001,RTL02,6/24/25,213,116,149,128,37,"43,181",Out of Stock
PROD005,RTL02,6/23/25,824,824,67,145,193,"27,007",Available
PROD001,RTL02,7/3/25,274,200,52,87,166,"30,410",Available
PROD002,RTL02,6/23/25,952,858,141,62,117,"28,953",Available
PROD001,RTL01,6/19/25,187,128,140,34,118,"42,346",Available
PROD004,WH002,6/30/25,744,738,156,33,171,"49,493",Available
PROD001,RTL02,7/8/25,73,65,56,145,59,"15,308",Available
PROD001,RTL02,6/19/25,374,350,143,72,73,"20,067",Available
PROD002,WH001,6/11/25,660,583,177,133,130,"21,409",Available
PROD004,WH001,6/20/25,895,808,118,57,30,"1,962",Available
PROD003,WH002,6/26/25,330,271,143,130,144,"6,388",Available
PROD001,RTL01,7/8/25,494,396,127,59,55,"25,570",Available
PROD003,WH002,6/28/25,225,129,21,19,139,"4,586",Available
PROD001,WH001,6/10/25,989,908,181,31,164,"7,701",Available
PROD002,RTL02,7/10/25,103,30,61,35,187,"41,248",Out of Stock
PROD002,RTL01,6/24/25,132,40,87,45,78,"16,326",Available
PROD001,WH001,7/1/25,386,295,153,58,116,"41,301",Available
PROD002,WH001,7/7/25,574,527,144,61,182,"6,365",Available
PROD002,RTL01,7/1/25,375,332,31,132,45,"28,848",Available
PROD003,WH002,7/3/25,388,337,149,105,167,"14,675",Available
PROD003,WH001,7/9/25,341,272,88,107,138,"26,764",Available
PROD001,WH002,6/24/25,138,86,153,27,191,"2,150",Available
PROD005,RTL01,6/23/25,965,890,146,135,160,"27,345",Available
PROD002,RTL01,7/7/25,610,567,128,97,154,"46,293",Available
PROD005,RTL01,6/29/25,88,10,92,92,11,"30,339",Available
PROD001,WH002,7/10/25,279,263,102,18,162,"15,264",Available
PROD001,RTL01,6/26/25,876,811,29,146,40,"35,217",Available
PROD003,RTL01,7/7/25,782,723,77,42,181,"47,159",Available
PROD002,RTL02,6/25/25,827,761,188,38,149,"15,548",Available
PROD001,WH001,6/20/25,619,558,141,59,125,"13,256",Available
PROD001,WH002,6/14/25,218,155,75,109,33,"43,729",Available
PROD004,WH002,6/23/25,593,570,109,89,187,"45,041",Available
PROD005,WH002,6/17/25,109,57,0,138,30,"32,743",Out of Stock
PROD002,RTL01,7/5/25,161,155,75,93,193,"32,293",Available
PROD005,RTL01,6/28/25,272,248,103,139,90,"11,774",Available
PROD003,WH001,6/21/25,907,878,137,124,66,"29,902",Available
PROD001,RTL02,7/8/25,84,32,5,107,112,"35,020",Available
PROD002,RTL02,7/1/25,867,833,185,132,184,"34,912",Available
PROD005,WH001,6/22/25,604,596,78,76,111,"11,502",Available
PROD002,WH001,6/17/25,59,47,16,78,191,"13,342",Low
PROD001,WH001,6/26/25,447,374,190,69,54,"39,351",Available
PROD002,WH002,6/29/25,678,623,119,24,23,"18,969",Available
PROD004,WH002,6/13/25,370,308,127,146,73,"34,214",Available
PROD004,WH002,7/6/25,512,440,179,38,34,"32,625",Available
PROD003,RTL01,6/17/25,875,817,137,132,138,"14,896",Available
PROD004,WH002,6/22/25,786,727,67,146,179,"25,757",Available
PROD001,WH001,6/10/25,274,225,74,147,108,"38,170",Available
PROD004,RTL01,6/25/25,448,435,30,129,159,"22,871",Available
PROD005,RTL02,6/26/25,794,771,108,46,87,"27,516",Available
PROD004,RTL02,6/17/25,129,103,1,104,108,"38,535",Out of Stock
PROD002,RTL02,7/4/25,771,725,109,42,97,"1,042",Available
PROD002,WH001,7/6/25,897,827,2,123,67,"23,494",Available
PROD003,RTL01,7/2/25,394,371,142,55,93,"4,332",Available
PROD001,RTL01,7/3/25,442,407,104,87,123,"10,573",Available
PROD001,RTL02,7/8/25,138,65,156,83,94,"29,503",Available
PROD005,RTL02,6/15/25,448,408,7,143,80,"34,831",Available
PROD002,RTL02,6/28/25,967,888,192,138,72,"43,510",Available
PROD005,WH002,7/9/25,114,98,149,66,106,"21,240",Available
PROD002,WH001,6/24/25,681,605,143,34,54,"47,765",Available
PROD002,WH002,7/6/25,775,700,129,80,189,"38,183",Available
PROD003,RTL01,6/24/25,254,162,92,136,196,"31,931",Available
PROD005,RTL01,6/29/25,389,350,180,118,40,"24,949",Available
PROD002,WH001,7/4/25,978,902,191,30,51,"21,901",Available
PROD001,WH001,6/20/25,300,264,176,86,83,"44,382",Available
PROD001,WH002,6/25/25,704,702,16,143,182,"5,157",Available
PROD005,RTL01,7/8/25,696,658,123,16,31,"29,891",Available
PROD005,WH002,6/13/25,709,680,87,31,181,"12,497",Available
PROD002,WH001,7/4/25,821,819,78,101,66,"4,290",Available
PROD005,WH002,7/9/25,230,176,5,95,30,"2,995",Available
PROD001,RTL01,6/15/25,777,763,59,98,35,"23,236",Available
PROD005,RTL02,7/8/25,552,516,74,22,13,"46,988",Available
PROD002,RTL01,6/24/25,820,794,164,66,178,"42,870",Available
PROD002,RTL01,6/11/25,997,930,72,14,58,"16,094",Available
PROD003,WH002,7/2/25,965,876,164,26,128,"24,563",Available
PROD005,RTL01,7/10/25,78,0,168,38,192,"12,963",Available
PROD003,RTL02,6/12/25,600,579,187,25,117,"18,663",Available
PROD001,RTL02,7/10/25,931,836,86,21,133,"39,759",Available
PROD005,RTL02,6/21/25,319,254,179,106,66,"31,528",Available
PROD004,WH002,6/18/25,182,179,36,71,76,"17,683",Available
PROD003,WH002,6/28/25,520,505,137,127,94,"42,683",Available
PROD004,WH001,7/7/25,54,34,87,74,198,"30,287",Available
PROD002,WH001,6/20/25,504,463,164,95,78,"41,473",Available
PROD001,RTL01,6/30/25,536,526,3,129,72,"21,431",Available
PROD004,WH002,6/14/25,667,579,52,26,200,"41,935",Available
PROD004,WH001,7/9/25,473,459,15,102,135,"41,027",Available
PROD003,WH001,6/16/25,455,400,145,116,23,"19,833",Available
PROD005,WH001,7/6/25,53,0,58,92,118,"19,830",Available
PROD003,RTL02,6/30/25,939,862,127,39,171,"47,493",Available
PROD004,WH001,6/17/25,469,391,46,56,21,"9,757",Available
PROD002,RTL01,6/15/25,656,585,24,20,68,"15,228",Available
PROD003,RTL02,6/28/25,198,133,171,138,33,"22,613",Available
PROD003,RTL01,6/30/25,112,14,9,68,124,"40,564",Available
PROD003,WH001,6/19/25,729,707,142,134,159,"18,786",Available
PROD001,WH002,6/13/25,401,325,140,111,147,"21,168",Available
PROD003,WH002,7/3/25,821,760,106,55,48,"23,845",Available
PROD005,WH002,6/17/25,757,694,180,143,190,"37,738",Available
PROD005,RTL01,7/4/25,390,335,130,90,120,"42,727",Available
PROD002,WH002,7/5/25,720,639,191,38,52,"15,332",Available
PROD001,WH002,6/20/25,672,622,55,135,16,"18,089",Available
PROD003,WH001,7/5/25,603,593,169,57,82,"18,394",Available
PROD002,WH002,6/16/25,151,110,93,83,67,"10,696",Available
PROD001,WH001,7/3/25,803,788,48,57,123,"13,474",Available
PROD003,RTL02,7/2/25,589,575,167,112,142,"49,910",Available
PROD004,WH002,6/30/25,172,113,59,140,146,"28,874",Low
PROD002,RTL02,6/12/25,334,268,175,111,150,"42,271",Available
PROD005,RTL01,6/13/25,271,267,140,40,120,"2,935",Available
PROD004,RTL01,7/3/25,992,920,42,54,160,"49,790",Available
PROD004,RTL02,6/30/25,141,69,190,49,150,"6,440",Available
PROD005,RTL02,7/4/25,799,699,114,137,63,"46,631",Available
PROD001,WH002,6/20/25,328,305,165,79,198,"33,358",Available
PROD003,RTL02,6/26/25,549,548,117,29,73,"20,056",Available
PROD002,WH001,7/3/25,320,306,8,95,27,"22,797",Available
PROD003,WH001,6/15/25,206,156,164,17,135,"3,419",Available
PROD005,WH002,6/28/25,693,605,36,14,49,"9,059",Available
PROD004,RTL01,6/12/25,715,665,143,90,24,"25,646",Available
PROD005,RTL01,6/17/25,485,461,136,61,136,"49,570",Available
PROD001,RTL01,7/8/25,785,734,65,87,164,"21,435",Available
PROD004,RTL01,6/16/25,263,251,192,100,28,"39,042",Available
PROD001,WH002,6/17/25,141,84,21,86,62,"22,932",Out of Stock
PROD005,RTL01,6/14/25,441,416,130,105,16,"42,927",Available
PROD003,RTL02,7/1/25,801,763,168,59,155,"45,188",Available
PROD003,RTL01,6/14/25,568,473,94,73,157,"44,474",Available
PROD001,WH002,7/5/25,263,253,97,31,156,"20,748",Available
PROD003,WH001,7/5/25,64,35,125,20,15,"20,066",Available
PROD004,RTL02,7/8/25,893,854,139,108,176,"27,332",Available
PROD003,WH002,7/9/25,971,891,164,147,200,"20,483",Available
PROD002,WH001,6/19/25,91,76,169,41,169,"17,649",Available
PROD003,RTL02,6/26/25,737,642,32,26,187,"44,932",Available
PROD004,WH001,6/12/25,536,447,121,47,72,"37,758",Available
PROD005,RTL01,6/17/25,520,504,38,137,172,"35,339",Available
PROD001,WH001,6/15/25,531,487,65,71,128,"18,921",Available
PROD004,RTL01,6/22/25,564,477,92,22,124,"4,506",Available
PROD004,RTL02,6/16/25,176,110,98,128,183,"14,201",Available
PROD001,RTL02,6/13/25,250,220,181,150,124,"33,394",Available
PROD004,RTL01,6/17/25,739,647,4,99,55,"8,627",Available
PROD004,RTL02,6/26/25,389,308,169,84,145,"19,014",Available
PROD005,WH001,7/5/25,110,109,130,12,25,"37,676",Available
PROD004,RTL01,6/12/25,840,771,60,126,165,"10,110",Available
PROD001,RTL01,6/15/25,161,94,103,135,158,"30,577",Available
PROD003,RTL02,6/13/25,376,319,155,128,102,"49,972",Available
PROD003,WH001,6/19/25,280,226,142,110,95,"22,938",Available
PROD003,RTL01,7/1/25,422,393,168,64,62,"2,083",Available
PROD005,WH002,6/12/25,671,615,40,139,53,"7,823",Available
PROD004,RTL02,6/17/25,828,756,138,111,194,"14,269",Available
PROD005,RTL01,7/2/25,231,198,38,16,128,"18,428",Available
PROD005,WH002,6/14/25,221,131,144,149,119,"47,591",Low
PROD002,WH001,7/7/25,118,40,200,62,95,"19,001",Available
PROD001,RTL01,6/13/25,409,357,178,60,128,"42,041",Available
PROD005,RTL02,6/15/25,563,466,130,67,139,"14,295",Available
PROD004,WH001,6/26/25,656,610,91,53,121,"15,666",Available
PROD002,RTL02,6/12/25,1000,925,2,72,134,"13,003",Available
PROD003,WH001,6/21/25,64,30,113,85,26,"16,557",Out of Stock
PROD001,WH002,6/25/25,832,818,188,79,144,"13,599",Available
PROD005,WH002,7/4/25,903,812,178,61,13,"44,194",Available
PROD003,WH001,6/15/25,251,240,158,106,106,"40,563",Available
PROD004,RTL01,6/30/25,187,109,99,95,168,"24,661",Available
PROD003,WH001,7/1/25,919,860,110,102,176,"18,885",Available
PROD002,RTL02,6/29/25,882,879,74,107,47,"1,897",Available
PROD002,WH001,6/16/25,638,599,169,70,96,"32,221",Available
PROD001,RTL02,6/29/25,569,473,187,72,35,"1,731",Available
PROD005,RTL01,7/9/25,916,825,7,112,57,"35,165",Available
PROD001,RTL02,7/4/25,745,659,150,129,28,"25,225",Available
PROD005,WH001,6/13/25,767,717,168,97,86,"20,328",Available
PROD001,RTL01,6/10/25,836,739,148,30,92,"18,883",Available
PROD004,RTL01,7/7/25,908,824,40,38,104,"46,290",Available
PROD004,RTL01,6/25/25,770,686,187,92,82,"28,712",Available
PROD001,WH002,6/11/25,502,431,52,69,175,"23,628",Available
PROD002,WH001,7/4/25,551,458,5,124,122,"41,108",Available
PROD001,RTL01,6/28/25,525,477,166,86,84,"41,394",Available
PROD001,RTL01,6/17/25,959,907,33,148,91,"41,785",Available
PROD001,WH002,6/28/25,892,832,169,113,160,"32,934",Available
PROD005,WH001,6/14/25,431,371,87,40,153,"14,551",Available
PROD001,WH001,6/15/25,765,694,7,144,163,"19,070",Available
PROD002,WH001,6/23/25,117,101,4,30,140,"3,455",Available
PROD004,RTL01,6/29/25,589,508,98,23,50,"7,170",Available
PROD005,WH002,6/12/25,811,727,120,80,142,"24,339",Available
PROD004,WH001,6/20/25,164,162,130,36,156,"42,014",Available
PROD002,RTL01,6/24/25,479,423,101,120,87,"22,201",Available
PROD004,WH001,6/30/25,833,802,9,95,77,"9,435",Available
PROD002,RTL01,7/6/25,299,275,133,105,163,"16,743",Available
PROD005,WH001,7/1/25,330,263,26,63,185,"42,769",Available
PROD002,WH002,6/29/25,218,200,32,48,151,"12,430",Available
PROD003,RTL01,7/9/25,185,116,47,141,90,"40,968",Available
PROD005,RTL02,6/30/25,569,567,88,97,91,"21,507",Available
PROD002,WH001,7/1/25,306,269,190,96,133,"34,517",Available
PROD001,RTL01,6/12/25,880,809,127,59,148,"38,226",Available
PROD003,RTL01,6/18/25,759,719,90,118,180,"40,512",Available
PROD001,WH001,6/20/25,706,668,42,125,20,"19,568",Available
PROD002,RTL01,6/19/25,829,808,6,107,100,"18,977",Available
PROD001,RTL02,6/10/25,520,445,35,65,135,"12,056",Available
PROD003,WH001,6/25/25,335,295,161,45,27,"16,502",Available
PROD005,WH001,6/21/25,146,66,78,129,52,"1,392",Low
PROD002,WH002,6/30/25,229,210,87,105,196,"6,391",Available
PROD004,RTL01,6/14/25,464,383,14,42,34,"34,548",Available
PROD004,WH002,7/7/25,220,172,195,42,169,"4,797",Available
PROD004,RTL02,6/25/25,143,69,19,58,135,"19,274",Available
PROD002,WH002,6/19/25,321,303,102,24,199,"20,750",Available
PROD001,WH001,6/28/25,231,167,10,20,68,"34,749",Available
PROD001,WH001,6/24/25,167,120,191,89,146,"49,243",Available
PROD002,WH001,6/24/25,661,604,9,33,61,"21,751",Available
PROD001,RTL02,6/10/25,351,313,141,144,11,"25,960",Available
PROD005,RTL01,7/8/25,849,774,52,72,38,"46,278",Available
PROD002,WH001,6/22/25,919,887,189,45,94,"12,199",Available
PROD002,WH001,7/3/25,76,7,50,76,76,"40,955",Out of Stock
PROD002,RTL02,7/3/25,514,441,152,135,29,"7,473",Available
PROD005,RTL02,6/27/25,632,580,25,132,90,"35,950",Available
PROD001,RTL02,6/16/25,489,459,200,82,108,"1,594",Available
PROD002,RTL02,6/25/25,470,412,74,42,45,"19,663",Available
PROD003,RTL01,6/14/25,150,100,58,49,38,"37,272",Available
PROD003,RTL02,7/2/25,953,915,94,73,81,"44,629",Available
PROD002,WH002,6/29/25,290,229,145,60,59,"8,597",Available
PROD005,WH001,7/8/25,752,699,138,113,177,"8,527",Available
PROD003,WH001,7/1/25,364,334,65,143,127,"38,767",Available
PROD004,RTL02,6/30/25,994,917,163,24,127,"9,670",Available
PROD005,RTL01,7/7/25,734,688,0,111,189,"20,178",Available
PROD002,WH001,6/20/25,282,272,151,115,56,"14,903",Available
PROD002,WH001,7/7/25,656,573,136,134,11,"43,222",Available
PROD003,RTL02,6/24/25,505,412,61,29,74,"9,967",Available
PROD001,RTL01,6/28/25,655,617,50,71,27,"3,696",Available
PROD004,WH001,6/18/25,325,314,81,96,33,"41,541",Available
PROD005,WH002,6/15/25,969,942,90,137,153,"42,071",Available
PROD002,WH002,6/28/25,638,591,161,145,94,"31,436",Available
PROD004,WH001,6/19/25,200,130,36,53,75,"46,463",Available
PROD002,RTL01,6/12/25,914,816,20,132,40,"16,825",Available
PROD005,WH001,7/5/25,245,234,23,36,35,"44,141",Available
PROD002,WH001,6/26/25,444,396,196,56,127,"37,953",Available
PROD005,RTL01,6/10/25,329,280,61,62,41,"13,846",Available
PROD001,RTL02,6/12/25,489,470,22,22,39,"9,464",Available
PROD003,WH001,6/27/25,509,493,2,21,64,"1,839",Available
PROD001,RTL01,7/2/25,262,196,122,71,49,"39,918",Available
PROD005,RTL01,6/25/25,95,34,141,77,14,"14,331",Out of Stock
PROD003,RTL01,6/22/25,867,799,163,39,173,"29,802",Available
PROD005,WH002,6/19/25,126,101,37,147,159,"28,878",Out of Stock
PROD004,WH001,7/9/25,727,652,198,56,161,"14,479",Available
PROD005,RTL01,6/13/25,280,212,77,142,79,"34,853",Available
PROD004,RTL01,6/12/25,625,536,169,106,52,"11,766",Available
PROD002,RTL02,6/21/25,366,300,139,13,102,"31,216",Available
PROD003,RTL02,6/29/25,717,639,23,12,143,"22,593",Available
PROD003,RTL01,6/26/25,757,689,186,104,15,"29,156",Available
PROD002,WH001,6/23/25,122,49,38,27,64,"3,418",Available
PROD002,WH001,6/14/25,512,491,99,83,158,"39,288",Available
PROD003,WH001,7/5/25,690,671,192,130,21,"15,071",Available
PROD002,WH001,7/9/25,393,382,3,90,16,"10,822",Available
PROD001,RTL01,7/10/25,639,565,112,107,32,"1,271",Available
PROD002,WH001,7/8/25,231,192,17,133,146,"2,558",Available
PROD004,WH001,6/16/25,566,468,70,65,91,"30,318",Available
PROD005,WH001,6/26/25,981,899,20,78,39,"49,999",Available
PROD001,RTL01,6/14/25,371,346,136,40,27,"20,893",Available
PROD004,RTL01,6/24/25,527,453,44,118,27,"49,295",Available
PROD002,WH002,6/15/25,230,144,168,12,152,"26,906",Available
PROD002,WH002,6/23/25,876,813,21,14,42,"23,911",Available
PROD005,WH001,6/29/25,508,480,22,133,95,"21,692",Available
PROD002,WH001,6/30/25,503,403,111,39,22,"27,489",Available
PROD005,WH002,7/6/25,192,123,178,65,117,"28,301",Available
PROD004,WH002,7/6/25,253,224,11,56,194,"48,516",Available
PROD005,WH001,6/30/25,915,856,142,46,78,"44,276",Available
PROD001,RTL02,7/8/25,512,436,56,22,43,"39,635",Available
PROD005,RTL01,6/24/25,714,667,194,47,43,"27,554",Available
PROD003,RTL02,6/16/25,740,720,91,68,29,"7,859",Available
PROD005,RTL01,6/13/25,634,561,102,130,69,"1,806",Available
PROD002,RTL01,6/28/25,105,51,146,80,25,"32,343",Out of Stock
PROD004,WH002,6/20/25,867,823,42,121,43,"47,261",Available
PROD003,RTL02,7/9/25,615,585,5,58,83,"32,503",Available
PROD005,WH002,6/20/25,372,330,31,125,53,"37,876",Available
PROD005,RTL02,6/15/25,285,262,74,83,67,"49,670",Available
PROD004,WH001,6/21/25,881,802,146,127,99,"22,402",Available
PROD003,WH001,6/10/25,367,357,48,72,175,"30,279",Available
PROD005,RTL01,7/6/25,787,757,90,33,18,"25,366",Available
PROD001,WH001,6/24/25,256,182,146,121,86,"40,820",Available
PROD002,WH001,6/30/25,806,734,8,16,17,"10,997",Available
PROD003,WH002,6/14/25,182,148,128,26,121,"15,103",Available
PROD001,WH001,6/21/25,601,548,108,125,50,"31,119",Available
PROD003,WH001,6/30/25,574,538,135,26,72,"37,963",Available
PROD005,WH001,7/8/25,830,731,47,105,104,"20,961",Available
PROD004,RTL01,6/21/25,745,715,87,74,156,"47,230",Available
PROD003,WH001,7/5/25,932,889,194,142,141,"18,593",Available
PROD004,RTL02,7/4/25,459,372,144,57,10,"8,126",Available
PROD005,WH001,7/9/25,439,407,81,15,112,"15,401",Available
PROD002,WH001,6/25/25,811,783,136,18,75,"39,741",Available
PROD002,RTL02,6/18/25,631,542,132,148,18,"26,892",Available
PROD003,WH001,6/14/25,198,140,146,62,101,"19,329",Available
PROD003,WH001,6/17/25,234,208,82,101,198,"25,262",Available
PROD003,RTL01,6/17/25,273,273,140,10,82,"35,123",Available
PROD002,RTL02,6/12/25,469,386,30,19,75,"1,315",Available
PROD001,RTL02,6/30/25,438,417,181,118,171,"10,494",Available
PROD001,RTL01,6/27/25,929,881,185,69,176,"29,996",Available
PROD005,RTL01,6/10/25,866,865,86,37,164,"36,686",Available
PROD001,RTL02,6/10/25,256,169,121,135,152,"6,035",Available
PROD003,WH002,6/10/25,64,0,71,11,84,"12,957",Available
PROD005,WH002,6/26/25,564,465,193,142,157,"28,945",Available
PROD005,WH001,6/22/25,853,773,29,13,54,"16,007",Available
PROD004,WH001,7/9/25,866,822,52,35,55,"34,098",Available
PROD002,WH002,7/6/25,703,629,51,124,14,"22,161",Available
PROD001,RTL02,6/17/25,274,183,22,76,46,"42,371",Available
PROD005,WH001,6/12/25,477,461,82,19,132,"21,664",Available
PROD005,RTL02,7/1/25,737,695,25,144,138,"15,545",Available
PROD004,WH002,7/8/25,874,812,93,104,88,"25,971",Available
PROD004,WH001,6/29/25,391,339,53,85,37,"2,283",Available
PROD001,RTL02,7/6/25,157,84,70,90,185,"21,159",Low
PROD004,WH001,6/28/25,884,792,154,63,186,"46,732",Available
PROD005,RTL01,6/12/25,197,102,1,72,17,"2,093",Available
PROD001,RTL02,6/18/25,392,343,170,88,25,"2,594",Available
PROD003,WH001,6/27/25,323,235,27,99,15,"16,742",Available
PROD003,RTL02,6/11/25,403,351,126,84,151,"5,170",Available
PROD004,WH001,6/16/25,726,666,149,52,173,"7,722",Available
PROD001,WH002,6/17/25,485,395,37,46,170,"36,126",Available
PROD002,WH001,6/21/25,299,200,56,88,110,"3,543",Available
PROD004,RTL01,7/7/25,145,130,150,64,191,"36,142",Available
PROD001,RTL01,6/23/25,793,720,103,13,41,"37,056",Available
PROD005,RTL01,6/12/25,488,414,197,125,25,"20,471",Available
PROD004,RTL01,6/29/25,423,336,113,145,96,"38,200",Available
PROD004,RTL02,7/4/25,130,102,129,77,182,"45,795",Available
PROD004,RTL02,7/2/25,922,834,160,36,117,"36,712",Available
PROD005,RTL02,6/18/25,85,38,78,84,27,"28,706",Available
PROD003,WH001,6/29/25,732,691,152,130,124,"38,625",Available
PROD005,RTL02,6/29/25,331,256,105,36,46,"23,560",Available
PROD002,WH001,6/16/25,902,843,133,134,130,"22,483",Available
PROD004,WH001,7/4/25,177,135,83,82,198,"15,221",Available
PROD005,RTL02,6/24/25,899,866,122,145,182,"42,703",Available
PROD005,WH001,7/4/25,67,32,94,53,123,"6,534",Available
PROD005,RTL02,6/12/25,931,858,132,116,129,"43,405",Available
PROD002,WH001,6/24/25,64,27,190,77,190,"17,884",Out of Stock
PROD003,RTL01,6/17/25,725,706,165,31,82,"6,286",Available
PROD002,RTL02,6/21/25,222,123,93,149,160,"27,711",Available
PROD005,RTL02,6/13/25,975,971,191,55,186,"38,251",Available
PROD002,RTL01,7/1/25,751,661,190,44,72,"33,252",Available
PROD005,RTL01,6/15/25,970,917,94,77,175,"27,680",Available
PROD002,WH001,6/10/25,101,8,67,57,127,"43,284",Out of Stock
PROD003,WH001,6/28/25,87,14,29,134,198,"12,759",Available
PROD003,RTL02,6/26/25,85,85,170,71,177,"34,860",Available
PROD001,WH002,7/9/25,998,937,37,102,63,"27,750",Available
PROD004,RTL01,6/11/25,951,857,113,135,55,"4,620",Available
PROD003,WH001,6/29/25,634,541,112,75,105,"42,209",Available
PROD004,RTL02,7/2/25,571,513,163,123,21,"29,985",Available
PROD004,WH002,6/15/25,639,623,16,101,160,"5,809",Available
PROD005,RTL01,6/14/25,82,70,85,36,125,"6,850",Available
PROD003,RTL01,7/2/25,956,930,77,59,92,"32,100",Available
PROD003,RTL02,7/2/25,998,947,196,135,34,"49,170",Available
PROD004,RTL02,6/13/25,932,873,148,17,86,"41,716",Available
PROD001,RTL02,7/6/25,516,419,15,17,102,"11,257",Available
PROD004,RTL02,7/6/25,922,870,38,34,145,"13,410",Available
PROD004,WH002,6/12/25,696,679,24,134,13,"33,037",Available
PROD005,RTL01,7/2/25,341,287,123,41,63,"22,103",Available
PROD004,RTL02,6/12/25,218,188,173,94,76,"19,683",Available
PROD004,WH002,7/3/25,651,553,161,81,11,"44,812",Available
PROD005,RTL01,6/29/25,79,27,188,147,59,"48,925",Available
PROD003,RTL02,6/17/25,912,828,165,25,194,"2,297",Available
PROD003,WH001,7/1/25,418,376,132,106,59,"7,677",Available
PROD002,RTL01,7/3/25,949,892,70,114,174,"6,798",Available
PROD003,WH002,6/17/25,132,65,189,90,121,"43,389",Low
PROD003,WH001,6/14/25,977,965,186,25,100,"1,787",Available
PROD004,RTL02,6/26/25,624,587,136,107,110,"27,213",Available
PROD005,WH001,6/14/25,633,619,25,56,47,"17,353",Available
