Claim ID,Transaction Date,Transaction Type,Amount Paid,Payment Category,Payee Type,Currency
CLM146,3/31/24,Expense,4299,Replacement,Investigator,USD
CLM120,6/12/24,Expense,2559,Replacement,Investigator,USD
CLM132,4/25/24,Payment,33061,Medical,Medical Provider,USD
CLM022,4/30/24,Expense,4306,Investigation,Legal Counsel,USD
CLM140,3/25/24,Expense,899,Investigation,Legal Counsel,USD
CLM155,1/19/24,Payment,44775,Legal,Policyholder,USD
CLM191,4/30/24,Payment,13498,Medical,Vendor,USD
CLM024,2/24/24,Payment,37245,Legal,Medical Provider,USD
CLM159,1/22/24,Expense,2799,Replacement,Legal Counsel,USD
CLM166,5/29/24,Payment,19718,Medical,Policyholder,USD
CLM067,5/15/24,Payment,14322,Medical,Vendor,USD
CLM008,1/30/24,Expense,774,Investigation,Legal Counsel,USD
CLM123,1/11/24,Payment,11827,Indemnity,Medical Provider,USD
CLM170,6/6/24,Payment,22606,Medical,Vendor,USD
CLM166,4/3/24,Expense,704,Investigation,Legal Counsel,USD
CLM087,1/27/24,Expense,3723,Investigation,Legal Counsel,USD
CLM181,6/20/24,Payment,25302,Legal,Policyholder,USD
CLM099,6/21/24,Expense,2857,Replacement,Legal Counsel,USD
CLM074,6/7/24,Payment,200,Legal,Policyholder,USD
CLM195,6/28/24,Expense,991,Investigation,Investigator,USD
CLM186,5/25/24,Payment,4630,Medical,Policyholder,USD
CLM141,5/16/24,Expense,2546,Investigation,Legal Counsel,USD
CLM088,3/16/24,Payment,4517,Indemnity,Policyholder,USD
CLM105,2/19/24,Payment,1480,Repair,Medical Provider,USD
CLM004,5/16/24,Payment,24906,Indemnity,Medical Provider,USD
CLM153,3/22/24,Expense,2819,Replacement,Legal Counsel,USD
CLM132,3/7/24,Expense,723,Replacement,Investigator,USD
CLM042,3/21/24,Expense,4029,Investigation,Investigator,USD
CLM147,5/15/24,Payment,33067,Indemnity,Medical Provider,USD
CLM183,2/21/24,Payment,18988,Legal,Policyholder,USD
CLM138,4/24/24,Payment,42414,Repair,Vendor,USD
CLM083,3/27/24,Expense,2342,Investigation,Legal Counsel,USD
CLM069,3/18/24,Expense,2707,Investigation,Legal Counsel,USD
CLM062,2/13/24,Payment,30858,Repair,Medical Provider,USD
CLM014,2/12/24,Expense,3531,Replacement,Legal Counsel,USD
CLM014,2/14/24,Expense,3501,Replacement,Investigator,USD
CLM164,2/23/24,Payment,10535,Indemnity,Vendor,USD
CLM158,5/30/24,Payment,43179,Repair,Medical Provider,USD
CLM199,4/27/24,Payment,13524,Legal,Policyholder,USD
CLM093,3/25/24,Expense,3457,Replacement,Investigator,USD
CLM192,4/29/24,Expense,652,Replacement,Legal Counsel,USD
CLM062,4/18/24,Expense,3407,Replacement,Investigator,USD
CLM043,5/20/24,Expense,2334,Replacement,Investigator,USD
CLM190,4/16/24,Payment,46173,Indemnity,Policyholder,USD
CLM091,3/20/24,Expense,857,Replacement,Investigator,USD
CLM047,4/26/24,Expense,64,Replacement,Legal Counsel,USD
CLM068,4/6/24,Payment,43247,Medical,Policyholder,USD
CLM058,1/26/24,Expense,3558,Replacement,Legal Counsel,USD
CLM141,6/28/24,Payment,10835,Repair,Policyholder,USD
CLM126,5/24/24,Payment,47798,Repair,Policyholder,USD
CLM159,4/14/24,Expense,3712,Investigation,Legal Counsel,USD
CLM061,1/26/24,Payment,27860,Repair,Policyholder,USD
CLM048,3/5/24,Expense,3567,Investigation,Investigator,USD
CLM169,1/12/24,Expense,4878,Replacement,Legal Counsel,USD
CLM075,4/6/24,Payment,25120,Legal,Policyholder,USD
CLM140,6/19/24,Payment,41752,Legal,Policyholder,USD
CLM117,6/28/24,Expense,4638,Replacement,Investigator,USD
CLM105,5/17/24,Payment,40561,Legal,Medical Provider,USD
CLM027,4/25/24,Payment,39297,Indemnity,Medical Provider,USD
CLM095,1/18/24,Expense,2340,Replacement,Investigator,USD
CLM021,2/9/24,Payment,40602,Legal,Vendor,USD
CLM185,3/7/24,Expense,1514,Investigation,Investigator,USD
CLM125,6/23/24,Expense,1583,Replacement,Legal Counsel,USD
CLM053,6/23/24,Expense,3282,Replacement,Legal Counsel,USD
CLM051,2/8/24,Payment,37292,Legal,Medical Provider,USD
CLM032,3/7/24,Expense,2249,Investigation,Investigator,USD
CLM137,2/5/24,Payment,16569,Indemnity,Vendor,USD
CLM193,5/12/24,Payment,38916,Medical,Policyholder,USD
CLM112,5/13/24,Expense,3501,Investigation,Investigator,USD
CLM164,6/5/24,Expense,1892,Replacement,Legal Counsel,USD
CLM197,4/2/24,Expense,2228,Investigation,Legal Counsel,USD
CLM014,5/3/24,Payment,28140,Legal,Medical Provider,USD
CLM073,5/14/24,Expense,2092,Replacement,Investigator,USD
CLM017,5/22/24,Expense,854,Investigation,Investigator,USD
CLM097,2/1/24,Payment,36449,Repair,Medical Provider,USD
CLM078,3/26/24,Payment,2220,Repair,Medical Provider,USD
CLM008,1/27/24,Payment,23616,Legal,Policyholder,USD
CLM135,4/4/24,Payment,8268,Legal,Vendor,USD
CLM091,3/15/24,Payment,32205,Repair,Medical Provider,USD
CLM059,6/13/24,Payment,8549,Indemnity,Policyholder,USD
CLM041,4/6/24,Expense,2082,Investigation,Legal Counsel,USD
CLM048,2/6/24,Expense,1409,Investigation,Legal Counsel,USD
CLM069,2/12/24,Payment,45381,Legal,Policyholder,USD
CLM060,1/23/24,Payment,15379,Legal,Vendor,USD
CLM117,3/9/24,Payment,43481,Medical,Medical Provider,USD
CLM095,6/27/24,Payment,4397,Medical,Medical Provider,USD
CLM018,4/24/24,Payment,33517,Medical,Medical Provider,USD
CLM192,2/4/24,Payment,30143,Legal,Medical Provider,USD
CLM123,1/4/24,Payment,6741,Legal,Medical Provider,USD
CLM058,4/14/24,Expense,227,Investigation,Investigator,USD
CLM185,6/23/24,Payment,4984,Medical,Vendor,USD
CLM081,6/9/24,Payment,22216,Indemnity,Policyholder,USD
CLM066,6/21/24,Expense,4517,Investigation,Investigator,USD
CLM081,2/24/24,Payment,35933,Indemnity,Medical Provider,USD
CLM065,5/2/24,Payment,13958,Medical,Vendor,USD
CLM038,6/30/24,Expense,1106,Replacement,Investigator,USD
CLM024,2/25/24,Expense,213,Replacement,Investigator,USD
CLM038,4/16/24,Expense,1591,Investigation,Investigator,USD
CLM022,4/7/24,Expense,1876,Investigation,Legal Counsel,USD
CLM139,3/6/24,Expense,153,Investigation,Legal Counsel,USD
CLM074,3/21/24,Expense,1512,Investigation,Investigator,USD
CLM132,4/22/24,Payment,8511,Repair,Medical Provider,USD
CLM014,3/16/24,Expense,2829,Investigation,Legal Counsel,USD
CLM077,3/1/24,Payment,34465,Legal,Vendor,USD
CLM142,3/30/24,Payment,37490,Repair,Medical Provider,USD
CLM081,1/30/24,Payment,43162,Indemnity,Medical Provider,USD
CLM038,3/21/24,Expense,2843,Replacement,Legal Counsel,USD
CLM055,3/27/24,Expense,1253,Investigation,Investigator,USD
CLM166,3/24/24,Payment,22124,Medical,Policyholder,USD
CLM106,4/6/24,Payment,6538,Legal,Medical Provider,USD
CLM078,3/6/24,Payment,39005,Medical,Vendor,USD
CLM165,4/27/24,Payment,16933,Medical,Vendor,USD
CLM125,3/9/24,Expense,1749,Replacement,Investigator,USD
CLM041,6/26/24,Payment,27237,Repair,Policyholder,USD
CLM097,3/24/24,Expense,1325,Investigation,Investigator,USD
CLM130,1/10/24,Expense,1826,Replacement,Legal Counsel,USD
CLM080,1/5/24,Payment,6469,Medical,Vendor,USD
CLM032,3/18/24,Expense,4780,Replacement,Legal Counsel,USD
CLM118,4/10/24,Payment,11715,Medical,Medical Provider,USD
CLM112,3/29/24,Expense,2896,Investigation,Legal Counsel,USD
CLM190,3/31/24,Expense,2807,Investigation,Legal Counsel,USD
CLM149,6/10/24,Payment,13636,Medical,Medical Provider,USD
CLM149,4/21/24,Expense,3505,Replacement,Investigator,USD
CLM111,4/5/24,Payment,29093,Repair,Medical Provider,USD
CLM022,6/13/24,Expense,2226,Replacement,Investigator,USD
CLM168,3/13/24,Expense,3057,Investigation,Investigator,USD
CLM004,5/6/24,Expense,1599,Investigation,Investigator,USD
CLM074,6/20/24,Payment,5040,Indemnity,Vendor,USD
CLM059,5/6/24,Payment,41151,Indemnity,Policyholder,USD
CLM001,1/4/24,Payment,22553,Legal,Medical Provider,USD
CLM103,2/11/24,Expense,1442,Investigation,Legal Counsel,USD
CLM002,1/25/24,Expense,1718,Investigation,Investigator,USD
CLM096,1/27/24,Expense,2711,Replacement,Investigator,USD
CLM050,3/18/24,Expense,1275,Investigation,Investigator,USD
CLM187,2/7/24,Expense,1433,Investigation,Investigator,USD
CLM146,1/23/24,Payment,19539,Legal,Medical Provider,USD
CLM170,4/20/24,Payment,36395,Medical,Medical Provider,USD
CLM192,1/24/24,Payment,14409,Repair,Vendor,USD
CLM123,2/5/24,Expense,2741,Replacement,Investigator,USD
CLM131,6/25/24,Payment,12522,Medical,Vendor,USD
CLM152,6/4/24,Expense,2874,Replacement,Investigator,USD
CLM035,3/12/24,Payment,28907,Repair,Medical Provider,USD
CLM016,2/10/24,Expense,3750,Replacement,Legal Counsel,USD
CLM036,3/20/24,Payment,3834,Medical,Policyholder,USD
CLM054,4/19/24,Payment,26103,Legal,Medical Provider,USD
CLM041,4/4/24,Expense,2423,Replacement,Investigator,USD
CLM139,3/15/24,Expense,4826,Investigation,Investigator,USD
CLM036,1/1/24,Payment,12627,Indemnity,Medical Provider,USD
CLM021,6/8/24,Payment,30081,Indemnity,Policyholder,USD
CLM190,2/2/24,Payment,28534,Indemnity,Vendor,USD
CLM176,4/11/24,Expense,2385,Replacement,Investigator,USD
CLM157,5/9/24,Payment,33470,Repair,Policyholder,USD
CLM179,6/28/24,Payment,2590,Indemnity,Policyholder,USD
CLM008,6/4/24,Payment,27245,Legal,Policyholder,USD
CLM083,4/21/24,Expense,3211,Replacement,Legal Counsel,USD
CLM158,3/11/24,Expense,3674,Investigation,Legal Counsel,USD
CLM069,5/26/24,Payment,850,Repair,Medical Provider,USD
CLM113,3/14/24,Payment,30454,Repair,Policyholder,USD
CLM131,2/25/24,Expense,4575,Replacement,Investigator,USD
CLM114,6/28/24,Payment,15008,Indemnity,Policyholder,USD
CLM040,2/10/24,Payment,39433,Medical,Medical Provider,USD
CLM027,3/29/24,Expense,1385,Replacement,Investigator,USD
CLM103,3/26/24,Payment,902,Medical,Vendor,USD
CLM111,6/29/24,Expense,4504,Replacement,Investigator,USD
CLM012,1/4/24,Expense,4603,Investigation,Legal Counsel,USD
CLM158,3/4/24,Expense,1853,Replacement,Investigator,USD
CLM056,3/6/24,Expense,2294,Investigation,Legal Counsel,USD
CLM011,5/8/24,Expense,4425,Replacement,Investigator,USD
CLM141,4/29/24,Expense,3828,Investigation,Investigator,USD
CLM139,6/15/24,Expense,3621,Replacement,Investigator,USD
CLM029,2/24/24,Expense,442,Investigation,Legal Counsel,USD
CLM154,5/14/24,Payment,11238,Medical,Policyholder,USD
CLM197,6/2/24,Expense,903,Investigation,Investigator,USD
CLM063,4/12/24,Expense,1164,Replacement,Investigator,USD
CLM192,3/4/24,Payment,24175,Indemnity,Medical Provider,USD
CLM122,1/8/24,Expense,3587,Investigation,Legal Counsel,USD
CLM196,5/5/24,Payment,35992,Repair,Vendor,USD
CLM005,6/5/24,Payment,19169,Indemnity,Vendor,USD
CLM011,4/9/24,Expense,2121,Investigation,Investigator,USD
CLM195,5/2/24,Payment,49454,Indemnity,Policyholder,USD
CLM065,2/24/24,Payment,16917,Indemnity,Vendor,USD
CLM181,6/26/24,Payment,8723,Indemnity,Medical Provider,USD
CLM062,1/5/24,Expense,335,Investigation,Legal Counsel,USD
CLM078,3/26/24,Expense,4940,Replacement,Investigator,USD
CLM128,5/23/24,Expense,3028,Replacement,Legal Counsel,USD
CLM100,4/14/24,Payment,13511,Indemnity,Vendor,USD
CLM019,1/31/24,Expense,2603,Investigation,Investigator,USD
CLM147,2/22/24,Payment,40996,Indemnity,Vendor,USD
CLM079,5/11/24,Payment,3718,Legal,Policyholder,USD
CLM003,4/5/24,Expense,326,Investigation,Investigator,USD
CLM078,5/17/24,Expense,2802,Investigation,Investigator,USD
CLM135,1/25/24,Expense,4234,Replacement,Legal Counsel,USD
CLM110,3/22/24,Payment,39245,Repair,Medical Provider,USD
CLM060,2/16/24,Expense,4457,Replacement,Legal Counsel,USD
CLM151,1/23/24,Expense,3537,Investigation,Legal Counsel,USD
CLM002,1/13/24,Payment,32055,Indemnity,Policyholder,USD
CLM106,3/4/24,Payment,17497,Indemnity,Vendor,USD
CLM005,2/24/24,Expense,3710,Replacement,Legal Counsel,USD
CLM010,4/29/24,Payment,31960,Indemnity,Medical Provider,USD
CLM148,5/3/24,Expense,631,Investigation,Legal Counsel,USD
CLM050,6/27/24,Expense,1793,Investigation,Legal Counsel,USD
CLM148,4/24/24,Expense,3312,Replacement,Legal Counsel,USD
CLM199,6/26/24,Payment,43092,Repair,Policyholder,USD
CLM089,1/20/24,Expense,1291,Investigation,Investigator,USD
CLM134,2/10/24,Payment,46430,Indemnity,Medical Provider,USD
CLM176,4/30/24,Payment,485,Legal,Vendor,USD
CLM052,5/10/24,Expense,3129,Replacement,Investigator,USD
CLM187,2/25/24,Payment,26986,Medical,Policyholder,USD
CLM154,1/3/24,Expense,4684,Replacement,Investigator,USD
CLM106,1/12/24,Expense,1895,Replacement,Legal Counsel,USD
CLM031,3/24/24,Payment,26837,Legal,Policyholder,USD
CLM001,6/13/24,Expense,611,Replacement,Legal Counsel,USD
CLM005,5/22/24,Payment,47074,Medical,Vendor,USD
CLM025,1/29/24,Expense,4824,Investigation,Legal Counsel,USD
CLM135,6/26/24,Expense,4810,Replacement,Investigator,USD
CLM116,4/18/24,Expense,3771,Replacement,Investigator,USD
CLM049,6/1/24,Payment,35192,Indemnity,Policyholder,USD
CLM071,5/26/24,Payment,595,Indemnity,Policyholder,USD
CLM180,1/2/24,Payment,24128,Repair,Medical Provider,USD
CLM060,1/15/24,Expense,4145,Investigation,Legal Counsel,USD
CLM031,6/30/24,Payment,23269,Medical,Vendor,USD
CLM003,6/21/24,Expense,4905,Replacement,Legal Counsel,USD
CLM131,1/21/24,Expense,4852,Investigation,Legal Counsel,USD
CLM106,3/17/24,Expense,1532,Investigation,Investigator,USD
CLM020,2/13/24,Expense,1234,Replacement,Legal Counsel,USD
CLM075,6/2/24,Payment,48231,Indemnity,Medical Provider,USD
CLM103,2/11/24,Payment,19995,Indemnity,Policyholder,USD
CLM040,5/2/24,Expense,2996,Replacement,Investigator,USD
CLM183,2/1/24,Payment,42126,Legal,Vendor,USD
CLM143,5/2/24,Payment,16565,Legal,Medical Provider,USD
CLM177,3/13/24,Expense,198,Investigation,Legal Counsel,USD
CLM089,5/9/24,Expense,2356,Replacement,Investigator,USD
CLM163,1/16/24,Payment,16891,Repair,Medical Provider,USD
CLM100,1/17/24,Payment,18634,Repair,Medical Provider,USD
CLM151,3/18/24,Payment,6760,Indemnity,Policyholder,USD
CLM060,1/31/24,Payment,35092,Medical,Policyholder,USD
CLM130,2/12/24,Expense,3153,Replacement,Legal Counsel,USD
CLM042,1/18/24,Payment,29887,Repair,Medical Provider,USD
CLM075,3/2/24,Payment,2568,Indemnity,Medical Provider,USD
CLM060,6/19/24,Payment,2593,Medical,Policyholder,USD
CLM066,6/10/24,Expense,4218,Replacement,Legal Counsel,USD
CLM062,4/15/24,Expense,1151,Replacement,Investigator,USD
CLM033,3/25/24,Payment,24500,Legal,Vendor,USD
CLM169,6/1/24,Expense,593,Investigation,Legal Counsel,USD
CLM031,2/6/24,Expense,111,Replacement,Legal Counsel,USD
CLM141,6/24/24,Payment,19102,Repair,Vendor,USD
CLM011,1/23/24,Expense,3192,Investigation,Investigator,USD
CLM142,5/14/24,Payment,12805,Indemnity,Policyholder,USD
CLM002,6/25/24,Expense,3428,Replacement,Investigator,USD
CLM168,3/9/24,Expense,4000,Investigation,Investigator,USD
CLM168,3/30/24,Payment,45762,Repair,Vendor,USD
CLM156,6/30/24,Expense,1346,Replacement,Investigator,USD
CLM176,5/8/24,Payment,44289,Repair,Vendor,USD
CLM051,1/22/24,Expense,1715,Replacement,Investigator,USD
CLM088,5/25/24,Payment,19303,Medical,Medical Provider,USD
CLM069,6/18/24,Payment,36795,Indemnity,Policyholder,USD
CLM078,2/17/24,Expense,1073,Investigation,Investigator,USD
CLM137,4/13/24,Payment,15004,Repair,Policyholder,USD
CLM147,3/4/24,Expense,3216,Investigation,Investigator,USD
CLM073,3/25/24,Payment,20634,Medical,Vendor,USD
CLM056,1/16/24,Payment,16550,Repair,Medical Provider,USD
CLM132,2/13/24,Expense,1356,Replacement,Investigator,USD
CLM052,4/16/24,Payment,34475,Indemnity,Medical Provider,USD
CLM013,5/21/24,Expense,877,Replacement,Legal Counsel,USD
CLM175,3/31/24,Expense,3827,Replacement,Legal Counsel,USD
CLM104,4/16/24,Payment,15947,Repair,Vendor,USD
CLM099,3/4/24,Payment,6747,Legal,Medical Provider,USD
CLM013,1/1/24,Payment,6805,Medical,Medical Provider,USD
CLM070,1/19/24,Expense,4952,Replacement,Investigator,USD
CLM027,1/18/24,Expense,155,Investigation,Investigator,USD
CLM012,5/14/24,Payment,49243,Medical,Medical Provider,USD
CLM003,5/1/24,Payment,38913,Repair,Vendor,USD
CLM176,1/16/24,Payment,21721,Medical,Vendor,USD
CLM015,6/12/24,Payment,26382,Indemnity,Vendor,USD
CLM178,3/9/24,Expense,1477,Replacement,Investigator,USD
CLM019,4/10/24,Payment,22149,Repair,Policyholder,USD
CLM196,4/1/24,Payment,42922,Legal,Vendor,USD
CLM093,3/14/24,Expense,1816,Investigation,Legal Counsel,USD
CLM111,6/4/24,Payment,18025,Legal,Medical Provider,USD
CLM113,6/25/24,Expense,1030,Replacement,Legal Counsel,USD
CLM015,6/3/24,Expense,4264,Investigation,Legal Counsel,USD
CLM007,4/28/24,Expense,4192,Investigation,Legal Counsel,USD
CLM090,4/1/24,Payment,26046,Indemnity,Policyholder,USD
CLM111,4/1/24,Expense,801,Investigation,Legal Counsel,USD
CLM089,2/5/24,Payment,39128,Legal,Vendor,USD
CLM113,3/6/24,Payment,46446,Indemnity,Medical Provider,USD
CLM099,1/19/24,Payment,34912,Indemnity,Medical Provider,USD
CLM080,5/5/24,Expense,3991,Investigation,Investigator,USD
CLM009,1/26/24,Payment,38630,Medical,Vendor,USD
CLM083,2/21/24,Payment,17089,Indemnity,Vendor,USD
CLM023,4/8/24,Payment,48620,Indemnity,Policyholder,USD
CLM024,1/5/24,Expense,4402,Replacement,Investigator,USD
CLM077,2/23/24,Payment,36136,Medical,Policyholder,USD
CLM160,3/4/24,Expense,4016,Replacement,Legal Counsel,USD
CLM080,4/28/24,Expense,309,Investigation,Legal Counsel,USD
CLM076,2/13/24,Expense,2755,Investigation,Investigator,USD
CLM020,2/26/24,Payment,45689,Indemnity,Medical Provider,USD
CLM159,3/14/24,Payment,10890,Indemnity,Medical Provider,USD
CLM006,1/28/24,Payment,40121,Repair,Medical Provider,USD
CLM196,5/3/24,Payment,9124,Legal,Vendor,USD
CLM035,2/3/24,Expense,1279,Replacement,Investigator,USD
CLM144,6/26/24,Expense,394,Replacement,Investigator,USD
CLM010,3/8/24,Expense,2738,Replacement,Investigator,USD
CLM012,4/20/24,Payment,44069,Medical,Policyholder,USD
CLM029,1/13/24,Payment,19417,Legal,Policyholder,USD
CLM104,6/25/24,Payment,18384,Repair,Vendor,USD
CLM151,4/8/24,Payment,32857,Medical,Vendor,USD
CLM185,4/12/24,Payment,11597,Indemnity,Medical Provider,USD
CLM052,5/1/24,Expense,1836,Investigation,Legal Counsel,USD
CLM188,3/26/24,Expense,4462,Replacement,Legal Counsel,USD
CLM158,1/15/24,Expense,1348,Investigation,Investigator,USD
CLM009,6/2/24,Payment,14750,Indemnity,Vendor,USD
CLM192,1/6/24,Expense,1995,Investigation,Investigator,USD
CLM195,6/5/24,Expense,826,Replacement,Investigator,USD
CLM175,2/1/24,Payment,9471,Legal,Vendor,USD
CLM059,6/1/24,Expense,853,Replacement,Investigator,USD
CLM063,4/9/24,Payment,7884,Legal,Policyholder,USD
CLM194,3/28/24,Expense,2654,Investigation,Investigator,USD
CLM105,5/4/24,Expense,2885,Investigation,Legal Counsel,USD
CLM063,2/9/24,Expense,193,Investigation,Investigator,USD
CLM182,6/1/24,Expense,1242,Replacement,Investigator,USD
CLM065,6/17/24,Payment,22201,Repair,Medical Provider,USD
CLM143,5/2/24,Expense,3557,Replacement,Investigator,USD
CLM082,3/11/24,Expense,3422,Investigation,Legal Counsel,USD
CLM135,2/8/24,Expense,1873,Investigation,Legal Counsel,USD
CLM026,2/5/24,Expense,1992,Replacement,Investigator,USD
CLM196,4/26/24,Payment,5818,Legal,Vendor,USD
CLM182,5/2/24,Payment,20761,Medical,Vendor,USD
CLM156,1/18/24,Expense,949,Investigation,Investigator,USD
CLM042,4/10/24,Payment,32690,Medical,Medical Provider,USD
CLM133,2/10/24,Expense,443,Investigation,Legal Counsel,USD
CLM125,3/17/24,Expense,2732,Replacement,Investigator,USD
CLM115,6/5/24,Payment,38176,Repair,Vendor,USD
CLM103,6/4/24,Payment,4425,Repair,Policyholder,USD
CLM148,5/17/24,Payment,22034,Medical,Medical Provider,USD
CLM034,3/2/24,Payment,28900,Indemnity,Policyholder,USD
CLM034,5/6/24,Payment,32324,Legal,Vendor,USD
CLM100,5/10/24,Payment,49698,Medical,Policyholder,USD
CLM132,6/11/24,Expense,2814,Investigation,Investigator,USD
CLM181,6/30/24,Payment,17133,Indemnity,Vendor,USD
CLM176,4/17/24,Expense,4415,Investigation,Legal Counsel,USD
CLM196,1/27/24,Payment,49039,Indemnity,Vendor,USD
CLM144,3/3/24,Expense,2368,Replacement,Legal Counsel,USD
CLM134,6/17/24,Expense,3537,Replacement,Investigator,USD
CLM174,4/17/24,Payment,20523,Indemnity,Medical Provider,USD
CLM099,5/23/24,Expense,2390,Investigation,Investigator,USD
CLM038,1/30/24,Payment,8241,Repair,Vendor,USD
CLM135,3/18/24,Expense,247,Replacement,Investigator,USD
CLM064,1/26/24,Payment,3437,Indemnity,Policyholder,USD
CLM107,6/29/24,Payment,1903,Legal,Policyholder,USD
CLM126,3/17/24,Expense,748,Replacement,Legal Counsel,USD
CLM160,4/26/24,Payment,28030,Indemnity,Vendor,USD
CLM122,6/9/24,Expense,1190,Investigation,Legal Counsel,USD
CLM103,1/19/24,Expense,3496,Investigation,Investigator,USD
CLM105,1/12/24,Expense,1367,Replacement,Investigator,USD
CLM180,6/17/24,Payment,35159,Indemnity,Medical Provider,USD
CLM064,3/20/24,Expense,95,Replacement,Investigator,USD
CLM072,6/25/24,Payment,22403,Indemnity,Policyholder,USD
CLM067,2/29/24,Payment,45208,Legal,Policyholder,USD
CLM165,3/20/24,Expense,1990,Replacement,Investigator,USD
CLM197,6/10/24,Expense,3040,Replacement,Legal Counsel,USD
CLM036,1/1/24,Expense,594,Investigation,Legal Counsel,USD
CLM018,6/7/24,Payment,38368,Medical,Policyholder,USD
CLM136,3/23/24,Payment,43404,Legal,Medical Provider,USD
CLM176,4/1/24,Expense,3068,Investigation,Investigator,USD
CLM047,4/24/24,Expense,4305,Replacement,Investigator,USD
CLM102,6/2/24,Payment,15983,Legal,Vendor,USD
CLM053,1/17/24,Expense,1153,Investigation,Investigator,USD
CLM164,1/1/24,Expense,3889,Investigation,Investigator,USD
CLM104,4/30/24,Payment,32377,Medical,Vendor,USD
CLM123,4/29/24,Payment,42877,Repair,Medical Provider,USD
CLM008,6/25/24,Expense,2751,Replacement,Legal Counsel,USD
CLM119,1/28/24,Payment,48098,Legal,Vendor,USD
CLM023,3/29/24,Payment,43793,Indemnity,Policyholder,USD
CLM089,3/17/24,Payment,29772,Repair,Vendor,USD
CLM097,2/20/24,Expense,3886,Investigation,Investigator,USD
CLM056,3/8/24,Payment,20499,Legal,Medical Provider,USD
CLM183,2/20/24,Expense,3283,Investigation,Investigator,USD
CLM026,6/19/24,Payment,5369,Repair,Medical Provider,USD
CLM101,2/22/24,Payment,22475,Repair,Policyholder,USD
CLM045,2/24/24,Expense,201,Investigation,Investigator,USD
CLM152,1/21/24,Payment,41480,Medical,Vendor,USD
CLM022,2/12/24,Payment,48116,Medical,Medical Provider,USD
CLM060,1/9/24,Payment,41841,Legal,Vendor,USD
CLM149,6/28/24,Payment,41343,Legal,Policyholder,USD
CLM028,5/15/24,Payment,48589,Legal,Policyholder,USD
CLM114,1/4/24,Payment,28181,Indemnity,Medical Provider,USD
CLM067,2/6/24,Expense,3326,Investigation,Investigator,USD
CLM191,6/14/24,Expense,176,Investigation,Investigator,USD
CLM178,5/8/24,Expense,1322,Replacement,Legal Counsel,USD
CLM188,3/26/24,Expense,561,Replacement,Investigator,USD
CLM027,1/22/24,Expense,2764,Replacement,Investigator,USD
CLM009,6/16/24,Expense,3332,Replacement,Legal Counsel,USD
CLM068,4/4/24,Payment,7176,Indemnity,Medical Provider,USD
CLM091,6/8/24,Expense,2324,Investigation,Legal Counsel,USD
CLM071,2/26/24,Payment,16856,Medical,Policyholder,USD
CLM021,1/13/24,Payment,31702,Repair,Policyholder,USD
CLM195,3/8/24,Payment,11919,Medical,Policyholder,USD
CLM150,2/2/24,Payment,28062,Medical,Vendor,USD
CLM195,2/10/24,Expense,3965,Replacement,Investigator,USD
CLM103,4/20/24,Expense,4356,Replacement,Legal Counsel,USD
CLM007,1/25/24,Expense,205,Replacement,Legal Counsel,USD
CLM129,2/17/24,Expense,2462,Replacement,Investigator,USD
CLM089,2/23/24,Expense,364,Investigation,Investigator,USD
CLM048,5/26/24,Payment,17606,Medical,Vendor,USD
CLM108,6/25/24,Payment,5902,Medical,Medical Provider,USD
CLM027,1/2/24,Payment,24828,Repair,Policyholder,USD
CLM073,4/30/24,Payment,37451,Repair,Policyholder,USD
CLM016,1/8/24,Expense,59,Investigation,Investigator,USD
CLM100,2/17/24,Expense,2757,Investigation,Legal Counsel,USD
CLM191,2/1/24,Payment,26756,Medical,Medical Provider,USD
CLM055,3/1/24,Payment,27337,Repair,Policyholder,USD
CLM011,3/14/24,Expense,3564,Replacement,Investigator,USD
CLM004,4/5/24,Payment,27659,Indemnity,Policyholder,USD
CLM111,3/6/24,Expense,3730,Investigation,Investigator,USD
CLM082,2/16/24,Payment,37564,Medical,Vendor,USD
CLM138,3/19/24,Payment,24609,Medical,Vendor,USD
CLM052,6/7/24,Expense,3607,Investigation,Investigator,USD
CLM176,3/15/24,Expense,3096,Replacement,Legal Counsel,USD
CLM180,6/7/24,Expense,2481,Replacement,Legal Counsel,USD
CLM035,2/5/24,Payment,28702,Indemnity,Vendor,USD
CLM005,6/13/24,Expense,2914,Replacement,Legal Counsel,USD
CLM052,2/27/24,Expense,241,Investigation,Investigator,USD
CLM007,6/9/24,Payment,6094,Repair,Medical Provider,USD
CLM061,4/8/24,Payment,21121,Indemnity,Medical Provider,USD
CLM025,4/30/24,Expense,4838,Investigation,Investigator,USD
CLM020,1/10/24,Expense,3781,Replacement,Investigator,USD
CLM200,3/1/24,Expense,2874,Investigation,Legal Counsel,USD
CLM184,6/15/24,Payment,45725,Repair,Vendor,USD
CLM015,2/7/24,Expense,2488,Replacement,Investigator,USD
CLM078,2/11/24,Payment,30382,Legal,Medical Provider,USD
CLM050,3/3/24,Expense,3900,Investigation,Legal Counsel,USD
CLM146,5/8/24,Expense,750,Replacement,Legal Counsel,USD
CLM155,1/11/24,Expense,1339,Investigation,Investigator,USD
CLM005,6/5/24,Expense,1537,Replacement,Investigator,USD
CLM199,6/14/24,Payment,43581,Repair,Medical Provider,USD
CLM115,1/5/24,Payment,8423,Indemnity,Policyholder,USD
CLM196,6/23/24,Payment,9142,Indemnity,Medical Provider,USD
