Claim ID,Milestone Name,Milestone Date,Duration in Stage
CLM0367,Claim Assigned,2/7/24,0
CLM0367,Initial Contact Made,2/8/24,1
CLM0368,Claim Assigned,1/23/24,0
CLM0368,Initial Contact Made,1/24/24,1
CLM0368,Investigation Complete,2/7/24,14
CLM0369,Claim Assigned,1/27/24,0
CLM0369,Initial Contact Made,1/28/24,1
CLM0370,Claim Assigned,2/12/24,0
CLM0370,Initial Contact Made,2/13/24,1
CLM0370,Investigation Complete,3/22/24,38
CLM0370,Settlement Offer Made,4/4/24,13
CLM0370,Claim Closed,4/9/24,5
CLM0371,Claim Assigned,2/18/24,0
CLM0371,Initial Contact Made,2/19/24,1
CLM0371,Investigation Complete,3/26/24,36
CLM0371,Settlement Offer Made,4/3/24,8
CLM0371,Claim Closed,4/11/24,8
CLM0372,Claim Assigned,2/10/24,0
CLM0372,Initial Contact Made,2/11/24,1
CLM0372,Investigation Complete,3/18/24,36
CLM0372,Settlement Offer Made,3/27/24,9
CLM0373,Claim Assigned,3/12/24,0
CLM0373,Initial Contact Made,3/13/24,1
CLM0373,Investigation Complete,3/23/24,10
CLM0373,Settlement Offer Made,3/26/24,3
CLM0374,Claim Assigned,3/16/24,0
CLM0374,Initial Contact Made,3/17/24,1
CLM0374,Investigation Complete,3/29/24,12
CLM0374,Settlement Offer Made,4/9/24,11
CLM0375,Claim Assigned,1/21/24,0
CLM0375,Initial Contact Made,1/22/24,1
CLM0375,Investigation Complete,2/6/24,15
CLM0376,Claim Assigned,3/25/24,0
CLM0376,Initial Contact Made,3/26/24,1
CLM0376,Investigation Complete,4/14/24,19
CLM0377,Claim Assigned,1/4/24,0
CLM0377,Initial Contact Made,1/5/24,1
CLM0377,Investigation Complete,2/1/24,27
CLM0377,Settlement Offer Made,2/8/24,7
CLM0377,Claim Closed,2/11/24,3
CLM0378,Claim Assigned,3/23/24,0
CLM0378,Initial Contact Made,3/24/24,1
CLM0378,Investigation Complete,4/24/24,31
CLM0378,Settlement Offer Made,5/4/24,10
CLM0379,Claim Assigned,1/15/24,0
CLM0379,Initial Contact Made,1/16/24,1
CLM0379,Investigation Complete,2/11/24,26
CLM0379,Settlement Offer Made,2/19/24,8
CLM0380,Claim Assigned,1/22/24,0
CLM0380,Initial Contact Made,1/23/24,1
CLM0380,Investigation Complete,2/24/24,32
CLM0380,Settlement Offer Made,3/1/24,6
CLM0380,Claim Closed,3/16/24,15
CLM0381,Claim Assigned,2/15/24,0
CLM0381,Initial Contact Made,2/16/24,1
CLM0381,Investigation Complete,3/14/24,27
CLM0381,Settlement Offer Made,3/23/24,9
CLM0381,Claim Closed,3/27/24,4
CLM0382,Claim Assigned,1/27/24,0
CLM0382,Initial Contact Made,1/28/24,1
CLM0382,Investigation Complete,2/16/24,19
CLM0383,Claim Assigned,2/27/24,0
CLM0383,Initial Contact Made,2/28/24,1
CLM0383,Investigation Complete,3/10/24,11
CLM0384,Claim Assigned,3/4/24,0
CLM0384,Initial Contact Made,3/5/24,1
CLM0385,Claim Assigned,3/16/24,0
CLM0385,Initial Contact Made,3/17/24,1
CLM0386,Claim Assigned,1/6/24,0
CLM0386,Initial Contact Made,1/7/24,1
CLM0386,Investigation Complete,1/18/24,11
CLM0386,Settlement Offer Made,1/21/24,3
CLM0387,Claim Assigned,3/2/24,0
CLM0387,Initial Contact Made,3/3/24,1
CLM0387,Investigation Complete,4/5/24,33
CLM0387,Settlement Offer Made,4/20/24,15
CLM0388,Claim Assigned,2/5/24,0
CLM0388,Initial Contact Made,2/6/24,1
CLM0389,Claim Assigned,2/11/24,0
CLM0389,Initial Contact Made,2/12/24,1
CLM0390,Claim Assigned,1/6/24,0
CLM0390,Initial Contact Made,1/7/24,1
CLM0390,Investigation Complete,1/29/24,22
CLM0390,Settlement Offer Made,2/10/24,12
CLM0391,Claim Assigned,1/26/24,0
CLM0391,Initial Contact Made,1/27/24,1
CLM0391,Investigation Complete,2/8/24,12
CLM0392,Claim Assigned,1/28/24,0
CLM0392,Initial Contact Made,1/29/24,1
CLM0392,Investigation Complete,3/7/24,38
CLM0393,Claim Assigned,2/27/24,0
CLM0393,Initial Contact Made,2/28/24,1
CLM0393,Investigation Complete,3/18/24,19
CLM0393,Settlement Offer Made,3/29/24,11
CLM0394,Claim Assigned,1/8/24,0
CLM0394,Initial Contact Made,1/9/24,1
CLM0394,Investigation Complete,2/15/24,37
CLM0394,Settlement Offer Made,2/22/24,7
CLM0394,Claim Closed,2/25/24,3
CLM0395,Claim Assigned,3/16/24,0
CLM0395,Initial Contact Made,3/17/24,1
CLM0396,Claim Assigned,1/26/24,0
CLM0396,Initial Contact Made,1/27/24,1
CLM0396,Investigation Complete,2/16/24,20
CLM0397,Claim Assigned,1/1/24,0
CLM0397,Initial Contact Made,1/2/24,1
CLM0398,Claim Assigned,1/30/24,0
CLM0398,Initial Contact Made,1/31/24,1
CLM0398,Investigation Complete,3/6/24,35
CLM0398,Settlement Offer Made,3/14/24,8
CLM0398,Claim Closed,3/20/24,6
CLM0399,Claim Assigned,2/22/24,0
CLM0399,Initial Contact Made,2/23/24,1
CLM0400,Claim Assigned,2/23/24,0
CLM0400,Initial Contact Made,2/24/24,1
CLM0401,Claim Assigned,2/16/24,0
CLM0401,Initial Contact Made,2/17/24,1
CLM0401,Investigation Complete,3/21/24,33
CLM0402,Claim Assigned,1/17/24,0
CLM0402,Initial Contact Made,1/18/24,1
CLM0402,Investigation Complete,2/22/24,35
CLM0402,Settlement Offer Made,3/5/24,12
CLM0402,Claim Closed,3/11/24,6
CLM0403,Claim Assigned,2/25/24,0
CLM0403,Initial Contact Made,2/26/24,1
CLM0403,Investigation Complete,4/3/24,37
CLM0404,Claim Assigned,3/1/24,0
CLM0404,Initial Contact Made,3/2/24,1
CLM0404,Investigation Complete,3/24/24,22
CLM0405,Claim Assigned,1/9/24,0
CLM0405,Initial Contact Made,1/10/24,1
CLM0405,Investigation Complete,2/19/24,40
CLM0406,Claim Assigned,1/26/24,0
CLM0406,Initial Contact Made,1/27/24,1
CLM0406,Investigation Complete,2/24/24,28
CLM0406,Settlement Offer Made,3/7/24,12
CLM0407,Claim Assigned,3/12/24,0
CLM0407,Initial Contact Made,3/13/24,1
CLM0407,Investigation Complete,4/3/24,21
CLM0407,Settlement Offer Made,4/6/24,3
CLM0408,Claim Assigned,3/29/24,0
CLM0408,Initial Contact Made,3/30/24,1
CLM0408,Investigation Complete,5/6/24,37
CLM0408,Settlement Offer Made,5/15/24,9
CLM0408,Claim Closed,5/20/24,5
CLM0409,Claim Assigned,3/4/24,0
CLM0409,Initial Contact Made,3/5/24,1
CLM0409,Investigation Complete,4/12/24,38
CLM0409,Settlement Offer Made,4/17/24,5
CLM0409,Claim Closed,4/29/24,12
CLM0410,Claim Assigned,2/10/24,0
CLM0410,Initial Contact Made,2/11/24,1
CLM0410,Investigation Complete,3/17/24,35
CLM0411,Claim Assigned,3/7/24,0
CLM0411,Initial Contact Made,3/8/24,1
CLM0411,Investigation Complete,3/23/24,15
CLM0412,Claim Assigned,2/29/24,0
CLM0412,Initial Contact Made,3/1/24,1
CLM0412,Investigation Complete,3/14/24,13
CLM0412,Settlement Offer Made,3/20/24,6
CLM0413,Claim Assigned,3/6/24,0
CLM0413,Initial Contact Made,3/7/24,1
CLM0414,Claim Assigned,1/20/24,0
CLM0414,Initial Contact Made,1/21/24,1
CLM0414,Investigation Complete,2/8/24,18
CLM0414,Settlement Offer Made,2/15/24,7
CLM0415,Claim Assigned,2/29/24,0
CLM0415,Initial Contact Made,3/1/24,1
CLM0415,Investigation Complete,4/1/24,31
CLM0415,Settlement Offer Made,4/15/24,14
CLM0415,Claim Closed,4/18/24,3
CLM0416,Claim Assigned,2/11/24,0
CLM0416,Initial Contact Made,2/12/24,1
CLM0416,Investigation Complete,3/4/24,21
CLM0416,Settlement Offer Made,3/19/24,15
CLM0416,Claim Closed,3/31/24,12
CLM0417,Claim Assigned,1/19/24,0
CLM0417,Initial Contact Made,1/20/24,1
CLM0417,Investigation Complete,2/23/24,34
CLM0418,Claim Assigned,1/27/24,0
CLM0418,Initial Contact Made,1/28/24,1
CLM0419,Claim Assigned,2/9/24,0
CLM0419,Initial Contact Made,2/10/24,1
CLM0419,Investigation Complete,3/16/24,35
CLM0419,Settlement Offer Made,3/28/24,12
CLM0420,Claim Assigned,2/26/24,0
CLM0420,Initial Contact Made,2/27/24,1
CLM0421,Claim Assigned,3/1/24,0
CLM0421,Initial Contact Made,3/2/24,1
CLM0421,Investigation Complete,3/29/24,27
CLM0421,Settlement Offer Made,4/8/24,10
CLM0421,Claim Closed,4/17/24,9
CLM0422,Claim Assigned,1/8/24,0
CLM0422,Initial Contact Made,1/9/24,1
CLM0422,Investigation Complete,2/1/24,23
CLM0423,Claim Assigned,3/29/24,0
CLM0423,Initial Contact Made,3/30/24,1
CLM0423,Investigation Complete,5/3/24,34
CLM0423,Settlement Offer Made,5/11/24,8
CLM0423,Claim Closed,5/17/24,6
CLM0424,Claim Assigned,1/4/24,0
CLM0424,Initial Contact Made,1/5/24,1
CLM0424,Investigation Complete,2/1/24,27
CLM0424,Settlement Offer Made,2/16/24,15
CLM0425,Claim Assigned,1/14/24,0
CLM0425,Initial Contact Made,1/15/24,1
CLM0425,Investigation Complete,1/25/24,10
CLM0426,Claim Assigned,3/31/24,0
CLM0426,Initial Contact Made,4/1/24,1
CLM0426,Investigation Complete,5/3/24,32
CLM0426,Settlement Offer Made,5/14/24,11
CLM0426,Claim Closed,5/28/24,14
CLM0427,Claim Assigned,1/2/24,0
CLM0427,Initial Contact Made,1/3/24,1
CLM0427,Investigation Complete,1/23/24,20
CLM0427,Settlement Offer Made,2/7/24,15
CLM0427,Claim Closed,2/18/24,11
CLM0428,Claim Assigned,1/25/24,0
CLM0428,Initial Contact Made,1/26/24,1
CLM0428,Investigation Complete,2/9/24,14
CLM0428,Settlement Offer Made,2/15/24,6
CLM0428,Claim Closed,2/29/24,14
CLM0429,Claim Assigned,1/1/24,0
CLM0429,Initial Contact Made,1/2/24,1
CLM0429,Investigation Complete,1/18/24,16
CLM0429,Settlement Offer Made,1/31/24,13
CLM0430,Claim Assigned,1/8/24,0
CLM0430,Initial Contact Made,1/9/24,1
CLM0430,Investigation Complete,2/12/24,34
CLM0431,Claim Assigned,3/25/24,0
CLM0431,Initial Contact Made,3/26/24,1
CLM0431,Investigation Complete,4/11/24,16
CLM0431,Settlement Offer Made,4/25/24,14
CLM0432,Claim Assigned,3/29/24,0
CLM0432,Initial Contact Made,3/30/24,1
CLM0432,Investigation Complete,5/2/24,33
CLM0433,Claim Assigned,1/3/24,0
CLM0433,Initial Contact Made,1/4/24,1
CLM0433,Investigation Complete,2/4/24,31
CLM0433,Settlement Offer Made,2/19/24,15
CLM0433,Claim Closed,3/4/24,14
CLM0434,Claim Assigned,3/26/24,0
CLM0434,Initial Contact Made,3/27/24,1
CLM0434,Investigation Complete,4/28/24,32
CLM0434,Settlement Offer Made,5/13/24,15
CLM0435,Claim Assigned,1/7/24,0
CLM0435,Initial Contact Made,1/8/24,1
CLM0435,Investigation Complete,2/11/24,34
CLM0435,Settlement Offer Made,2/21/24,10
CLM0436,Claim Assigned,2/3/24,0
CLM0436,Initial Contact Made,2/4/24,1
CLM0436,Investigation Complete,3/10/24,35
CLM0436,Settlement Offer Made,3/20/24,10
CLM0436,Claim Closed,4/2/24,13
CLM0437,Claim Assigned,3/31/24,0
CLM0437,Initial Contact Made,4/1/24,1
CLM0437,Investigation Complete,5/5/24,34
CLM0438,Claim Assigned,2/1/24,0
CLM0438,Initial Contact Made,2/2/24,1
CLM0438,Investigation Complete,2/19/24,17
CLM0438,Settlement Offer Made,3/1/24,11
CLM0438,Claim Closed,3/16/24,15
CLM0439,Claim Assigned,2/8/24,0
CLM0439,Initial Contact Made,2/9/24,1
CLM0440,Claim Assigned,1/2/24,0
CLM0440,Initial Contact Made,1/3/24,1
CLM0441,Claim Assigned,2/14/24,0
CLM0441,Initial Contact Made,2/15/24,1
CLM0441,Investigation Complete,3/4/24,18
CLM0441,Settlement Offer Made,3/13/24,9
CLM0441,Claim Closed,3/20/24,7
CLM0442,Claim Assigned,1/21/24,0
CLM0442,Initial Contact Made,1/22/24,1
CLM0442,Investigation Complete,2/6/24,15
CLM0442,Settlement Offer Made,2/14/24,8
CLM0442,Claim Closed,2/25/24,11
CLM0443,Claim Assigned,3/15/24,0
CLM0443,Initial Contact Made,3/16/24,1
CLM0443,Investigation Complete,4/20/24,35
CLM0443,Settlement Offer Made,4/25/24,5
CLM0444,Claim Assigned,3/7/24,0
CLM0444,Initial Contact Made,3/8/24,1
CLM0444,Investigation Complete,3/23/24,15
CLM0444,Settlement Offer Made,3/30/24,7
CLM0444,Claim Closed,4/9/24,10
CLM0445,Claim Assigned,3/15/24,0
CLM0445,Initial Contact Made,3/16/24,1
CLM0445,Investigation Complete,4/14/24,29
CLM0445,Settlement Offer Made,4/24/24,10
CLM0446,Claim Assigned,3/13/24,0
CLM0446,Initial Contact Made,3/14/24,1
CLM0446,Investigation Complete,4/12/24,29
CLM0447,Claim Assigned,3/28/24,0
CLM0447,Initial Contact Made,3/29/24,1
CLM0447,Investigation Complete,4/20/24,22
CLM0447,Settlement Offer Made,4/27/24,7
CLM0447,Claim Closed,4/30/24,3
CLM0448,Claim Assigned,1/4/24,0
CLM0448,Initial Contact Made,1/5/24,1
CLM0449,Claim Assigned,1/28/24,0
CLM0449,Initial Contact Made,1/29/24,1
CLM0449,Investigation Complete,3/8/24,39
CLM0450,Claim Assigned,2/24/24,0
CLM0450,Initial Contact Made,2/25/24,1
CLM0451,Claim Assigned,1/5/24,0
CLM0451,Initial Contact Made,1/6/24,1
CLM0451,Investigation Complete,2/8/24,33
CLM0451,Settlement Offer Made,2/14/24,6
CLM0451,Claim Closed,2/21/24,7
CLM0452,Claim Assigned,2/17/24,0
CLM0452,Initial Contact Made,2/18/24,1
CLM0452,Investigation Complete,3/17/24,28
CLM0452,Settlement Offer Made,3/21/24,4
CLM0453,Claim Assigned,2/24/24,0
CLM0453,Initial Contact Made,2/25/24,1
CLM0454,Claim Assigned,2/9/24,0
CLM0454,Initial Contact Made,2/10/24,1
CLM0454,Investigation Complete,3/9/24,28
CLM0454,Settlement Offer Made,3/13/24,4
CLM0455,Claim Assigned,2/1/24,0
CLM0455,Initial Contact Made,2/2/24,1
CLM0455,Investigation Complete,2/21/24,19
CLM0455,Settlement Offer Made,2/24/24,3
CLM0456,Claim Assigned,3/17/24,0
CLM0456,Initial Contact Made,3/18/24,1
CLM0457,Claim Assigned,2/2/24,0
CLM0457,Initial Contact Made,2/3/24,1
CLM0457,Investigation Complete,3/12/24,38
CLM0457,Settlement Offer Made,3/15/24,3
CLM0458,Claim Assigned,3/23/24,0
CLM0458,Initial Contact Made,3/24/24,1
CLM0459,Claim Assigned,1/28/24,0
CLM0459,Initial Contact Made,1/29/24,1
CLM0459,Investigation Complete,3/7/24,38
CLM0459,Settlement Offer Made,3/16/24,9
CLM0460,Claim Assigned,1/18/24,0
CLM0460,Initial Contact Made,1/19/24,1
CLM0460,Investigation Complete,2/10/24,22
CLM0461,Claim Assigned,2/15/24,0
CLM0461,Initial Contact Made,2/16/24,1
CLM0461,Investigation Complete,3/27/24,40
CLM0462,Claim Assigned,3/26/24,0
CLM0462,Initial Contact Made,3/27/24,1
CLM0462,Investigation Complete,4/8/24,12
CLM0463,Claim Assigned,2/7/24,0
CLM0463,Initial Contact Made,2/8/24,1
CLM0463,Investigation Complete,3/7/24,28
CLM0464,Claim Assigned,2/10/24,0
CLM0464,Initial Contact Made,2/11/24,1
CLM0464,Investigation Complete,3/15/24,33
CLM0464,Settlement Offer Made,3/20/24,5
CLM0464,Claim Closed,3/27/24,7
CLM0465,Claim Assigned,3/10/24,0
CLM0465,Initial Contact Made,3/11/24,1
CLM0465,Investigation Complete,3/23/24,12
CLM0466,Claim Assigned,3/11/24,0
CLM0466,Initial Contact Made,3/12/24,1
CLM0466,Investigation Complete,3/23/24,11
CLM0466,Settlement Offer Made,4/1/24,9
CLM0466,Claim Closed,4/5/24,4
CLM0467,Claim Assigned,2/21/24,0
CLM0467,Initial Contact Made,2/22/24,1
CLM0467,Investigation Complete,4/2/24,40
CLM0468,Claim Assigned,3/18/24,0
CLM0468,Initial Contact Made,3/19/24,1
CLM0468,Investigation Complete,4/1/24,13
CLM0469,Claim Assigned,3/25/24,0
CLM0469,Initial Contact Made,3/26/24,1
CLM0469,Investigation Complete,4/12/24,17
CLM0470,Claim Assigned,3/8/24,0
CLM0470,Initial Contact Made,3/9/24,1
CLM0470,Investigation Complete,3/28/24,19
CLM0470,Settlement Offer Made,4/4/24,7
CLM0471,Claim Assigned,3/4/24,0
CLM0471,Initial Contact Made,3/5/24,1
CLM0472,Claim Assigned,2/6/24,0
CLM0472,Initial Contact Made,2/7/24,1
CLM0472,Investigation Complete,3/8/24,30
CLM0473,Claim Assigned,3/11/24,0
CLM0473,Initial Contact Made,3/12/24,1
CLM0473,Investigation Complete,4/21/24,40
CLM0474,Claim Assigned,2/26/24,0
CLM0474,Initial Contact Made,2/27/24,1
CLM0474,Investigation Complete,3/28/24,30
CLM0474,Settlement Offer Made,4/12/24,15
CLM0475,Claim Assigned,2/23/24,0
CLM0475,Initial Contact Made,2/24/24,1
CLM0476,Claim Assigned,3/5/24,0
CLM0476,Initial Contact Made,3/6/24,1
CLM0476,Investigation Complete,3/29/24,23
CLM0477,Claim Assigned,1/3/24,0
CLM0477,Initial Contact Made,1/4/24,1
CLM0478,Claim Assigned,3/12/24,0
CLM0478,Initial Contact Made,3/13/24,1
CLM0478,Investigation Complete,3/27/24,14
CLM0478,Settlement Offer Made,4/3/24,7
CLM0478,Claim Closed,4/18/24,15
CLM0479,Claim Assigned,2/16/24,0
CLM0479,Initial Contact Made,2/17/24,1
CLM0479,Investigation Complete,3/1/24,13
CLM0479,Settlement Offer Made,3/6/24,5
CLM0479,Claim Closed,3/21/24,15
CLM0480,Claim Assigned,1/14/24,0
CLM0480,Initial Contact Made,1/15/24,1
CLM0480,Investigation Complete,2/14/24,30
CLM0480,Settlement Offer Made,2/24/24,10
CLM0480,Claim Closed,3/2/24,7
CLM0481,Claim Assigned,3/13/24,0
CLM0481,Initial Contact Made,3/14/24,1
CLM0482,Claim Assigned,2/15/24,0
CLM0482,Initial Contact Made,2/16/24,1
CLM0482,Investigation Complete,2/27/24,11
CLM0482,Settlement Offer Made,3/5/24,7
CLM0482,Claim Closed,3/14/24,9
CLM0483,Claim Assigned,3/29/24,0
CLM0483,Initial Contact Made,3/30/24,1
CLM0483,Investigation Complete,4/21/24,22
CLM0483,Settlement Offer Made,4/28/24,7
CLM0484,Claim Assigned,3/8/24,0
CLM0484,Initial Contact Made,3/9/24,1
CLM0484,Investigation Complete,3/25/24,16
CLM0484,Settlement Offer Made,3/28/24,3
CLM0484,Claim Closed,4/3/24,6
CLM0485,Claim Assigned,3/1/24,0
CLM0485,Initial Contact Made,3/2/24,1
CLM0485,Investigation Complete,4/2/24,31
CLM0485,Settlement Offer Made,4/11/24,9
CLM0485,Claim Closed,4/16/24,5
CLM0486,Claim Assigned,1/17/24,0
CLM0486,Initial Contact Made,1/18/24,1
CLM0486,Investigation Complete,2/27/24,40
CLM0486,Settlement Offer Made,3/11/24,13
CLM0487,Claim Assigned,3/31/24,0
CLM0487,Initial Contact Made,4/1/24,1
CLM0487,Investigation Complete,4/11/24,10
CLM0488,Claim Assigned,3/16/24,0
CLM0488,Initial Contact Made,3/17/24,1
CLM0488,Investigation Complete,4/8/24,22
CLM0488,Settlement Offer Made,4/14/24,6
CLM0488,Claim Closed,4/22/24,8
CLM0489,Claim Assigned,2/8/24,0
CLM0489,Initial Contact Made,2/9/24,1
CLM0489,Investigation Complete,3/10/24,30
CLM0489,Settlement Offer Made,3/20/24,10
CLM0490,Claim Assigned,1/27/24,0
CLM0490,Initial Contact Made,1/28/24,1
CLM0491,Claim Assigned,2/9/24,0
CLM0491,Initial Contact Made,2/10/24,1
CLM0491,Investigation Complete,3/16/24,35
CLM0491,Settlement Offer Made,3/31/24,15
CLM0492,Claim Assigned,2/9/24,0
CLM0492,Initial Contact Made,2/10/24,1
CLM0493,Claim Assigned,2/14/24,0
CLM0493,Initial Contact Made,2/15/24,1
CLM0493,Investigation Complete,3/18/24,32
CLM0493,Settlement Offer Made,3/26/24,8
CLM0494,Claim Assigned,2/11/24,0
CLM0494,Initial Contact Made,2/12/24,1
CLM0494,Investigation Complete,2/26/24,14
CLM0495,Claim Assigned,2/10/24,0
CLM0495,Initial Contact Made,2/11/24,1
CLM0495,Investigation Complete,3/8/24,26
CLM0495,Settlement Offer Made,3/23/24,15
CLM0495,Claim Closed,4/7/24,15
CLM0496,Claim Assigned,1/22/24,0
CLM0496,Initial Contact Made,1/23/24,1
CLM0496,Investigation Complete,2/21/24,29
CLM0497,Claim Assigned,2/12/24,0
CLM0497,Initial Contact Made,2/13/24,1
CLM0498,Claim Assigned,3/7/24,0
CLM0498,Initial Contact Made,3/8/24,1
CLM0498,Investigation Complete,3/23/24,15
CLM0498,Settlement Offer Made,4/3/24,11
CLM0499,Claim Assigned,3/29/24,0
CLM0499,Initial Contact Made,3/30/24,1
CLM0499,Investigation Complete,4/20/24,21
CLM0499,Settlement Offer Made,4/25/24,5
CLM0499,Claim Closed,4/28/24,3
CLM0500,Claim Assigned,1/23/24,0
CLM0500,Initial Contact Made,1/24/24,1
CLM0500,Investigation Complete,2/4/24,11
CLM0501,Claim Assigned,3/25/24,0
CLM0501,Initial Contact Made,3/26/24,1
CLM0501,Investigation Complete,4/25/24,30
CLM0501,Settlement Offer Made,5/7/24,12
CLM0501,Claim Closed,5/13/24,6
CLM0502,Claim Assigned,1/9/24,0
CLM0502,Initial Contact Made,1/10/24,1
CLM0502,Investigation Complete,2/17/24,38
CLM0502,Settlement Offer Made,3/1/24,13
CLM0502,Claim Closed,3/6/24,5
CLM0503,Claim Assigned,2/19/24,0
CLM0503,Initial Contact Made,2/20/24,1
CLM0503,Investigation Complete,3/7/24,16
CLM0503,Settlement Offer Made,3/13/24,6
CLM0503,Claim Closed,3/20/24,7
CLM0504,Claim Assigned,1/14/24,0
CLM0504,Initial Contact Made,1/15/24,1
CLM0504,Investigation Complete,2/13/24,29
CLM0505,Claim Assigned,2/6/24,0
CLM0505,Initial Contact Made,2/7/24,1
CLM0505,Investigation Complete,3/17/24,39
CLM0505,Settlement Offer Made,3/31/24,14
CLM0506,Claim Assigned,3/18/24,0
CLM0506,Initial Contact Made,3/19/24,1
CLM0506,Investigation Complete,4/27/24,39
CLM0506,Settlement Offer Made,5/7/24,10
CLM0506,Claim Closed,5/22/24,15
CLM0507,Claim Assigned,1/16/24,0
CLM0507,Initial Contact Made,1/17/24,1
CLM0507,Investigation Complete,2/26/24,40
CLM0508,Claim Assigned,3/29/24,0
CLM0508,Initial Contact Made,3/30/24,1
CLM0508,Investigation Complete,4/9/24,10
CLM0509,Claim Assigned,2/29/24,0
CLM0509,Initial Contact Made,3/1/24,1
CLM0509,Investigation Complete,4/9/24,39
CLM0509,Settlement Offer Made,4/15/24,6
CLM0509,Claim Closed,4/25/24,10
CLM0510,Claim Assigned,3/26/24,0
CLM0510,Initial Contact Made,3/27/24,1
CLM0510,Investigation Complete,4/6/24,10
CLM0510,Settlement Offer Made,4/9/24,3
CLM0511,Claim Assigned,2/15/24,0
CLM0511,Initial Contact Made,2/16/24,1
CLM0511,Investigation Complete,3/5/24,18
CLM0512,Claim Assigned,1/30/24,0
CLM0512,Initial Contact Made,1/31/24,1
CLM0513,Claim Assigned,3/16/24,0
CLM0513,Initial Contact Made,3/17/24,1
CLM0513,Investigation Complete,4/4/24,18
CLM0513,Settlement Offer Made,4/19/24,15
CLM0514,Claim Assigned,3/27/24,0
CLM0514,Initial Contact Made,3/28/24,1
CLM0514,Investigation Complete,5/6/24,39
CLM0514,Settlement Offer Made,5/10/24,4
CLM0514,Claim Closed,5/24/24,14
CLM0515,Claim Assigned,3/23/24,0
CLM0515,Initial Contact Made,3/24/24,1
CLM0515,Investigation Complete,4/7/24,14
CLM0515,Settlement Offer Made,4/14/24,7
CLM0515,Claim Closed,4/19/24,5
CLM0516,Claim Assigned,3/21/24,0
CLM0516,Initial Contact Made,3/22/24,1
CLM0516,Investigation Complete,4/17/24,26
CLM0517,Claim Assigned,2/26/24,0
CLM0517,Initial Contact Made,2/27/24,1
CLM0517,Investigation Complete,3/28/24,30
CLM0517,Settlement Offer Made,4/2/24,5
CLM0517,Claim Closed,4/7/24,5
CLM0518,Claim Assigned,3/26/24,0
CLM0518,Initial Contact Made,3/27/24,1
CLM0518,Investigation Complete,4/6/24,10
CLM0518,Settlement Offer Made,4/13/24,7
CLM0519,Claim Assigned,3/17/24,0
CLM0519,Initial Contact Made,3/18/24,1
CLM0519,Investigation Complete,4/12/24,25
CLM0519,Settlement Offer Made,4/20/24,8
CLM0519,Claim Closed,5/5/24,15
CLM0520,Claim Assigned,3/23/24,0
CLM0520,Initial Contact Made,3/24/24,1
CLM0520,Investigation Complete,4/3/24,10
CLM0520,Settlement Offer Made,4/7/24,4
CLM0520,Claim Closed,4/15/24,8
CLM0521,Claim Assigned,2/26/24,0
CLM0521,Initial Contact Made,2/27/24,1
CLM0522,Claim Assigned,1/24/24,0
CLM0522,Initial Contact Made,1/25/24,1
CLM0522,Investigation Complete,2/25/24,31
CLM0522,Settlement Offer Made,3/1/24,5
CLM0523,Claim Assigned,2/7/24,0
CLM0523,Initial Contact Made,2/8/24,1
CLM0523,Investigation Complete,2/26/24,18
CLM0523,Settlement Offer Made,3/1/24,4
CLM0524,Claim Assigned,3/10/24,0
CLM0524,Initial Contact Made,3/11/24,1
CLM0524,Investigation Complete,4/20/24,40
CLM0524,Settlement Offer Made,5/5/24,15
CLM0524,Claim Closed,5/8/24,3
CLM0525,Claim Assigned,3/6/24,0
CLM0525,Initial Contact Made,3/7/24,1
CLM0525,Investigation Complete,3/28/24,21
CLM0526,Claim Assigned,2/2/24,0
CLM0526,Initial Contact Made,2/3/24,1
CLM0526,Investigation Complete,2/21/24,18
CLM0526,Settlement Offer Made,3/5/24,13
CLM0527,Claim Assigned,3/5/24,0
CLM0527,Initial Contact Made,3/6/24,1
CLM0527,Investigation Complete,4/8/24,33
CLM0528,Claim Assigned,3/5/24,0
CLM0528,Initial Contact Made,3/6/24,1
CLM0529,Claim Assigned,1/7/24,0
CLM0529,Initial Contact Made,1/8/24,1
CLM0529,Investigation Complete,2/5/24,28
CLM0529,Settlement Offer Made,2/15/24,10
CLM0529,Claim Closed,2/22/24,7
CLM0530,Claim Assigned,1/23/24,0
CLM0530,Initial Contact Made,1/24/24,1
CLM0530,Investigation Complete,2/21/24,28
CLM0531,Claim Assigned,3/9/24,0
CLM0531,Initial Contact Made,3/10/24,1
CLM0531,Investigation Complete,4/18/24,39
CLM0531,Settlement Offer Made,4/26/24,8
CLM0532,Claim Assigned,1/2/24,0
CLM0532,Initial Contact Made,1/3/24,1
CLM0532,Investigation Complete,1/23/24,20
CLM0533,Claim Assigned,3/15/24,0
CLM0533,Initial Contact Made,3/16/24,1
CLM0533,Investigation Complete,4/25/24,40
CLM0533,Settlement Offer Made,5/4/24,9
CLM0534,Claim Assigned,3/7/24,0
CLM0534,Initial Contact Made,3/8/24,1
CLM0534,Investigation Complete,3/24/24,16
CLM0535,Claim Assigned,1/10/24,0
CLM0535,Initial Contact Made,1/11/24,1
CLM0535,Investigation Complete,1/27/24,16
CLM0535,Settlement Offer Made,2/3/24,7
CLM0536,Claim Assigned,1/21/24,0
CLM0536,Initial Contact Made,1/22/24,1
CLM0537,Claim Assigned,1/30/24,0
CLM0537,Initial Contact Made,1/31/24,1
